sample_id,prefecture,municipality_name,layer,population_category,page_type,url,fetch_timestamp,http_status,final_url,page_title,lang_attribute,cms_fingerprint,tech_vendor,has_skip_link,has_hamburger_menu,has_global_nav,global_nav_variant,has_search,search_variant,has_breadcrumb,has_local_nav,has_emergency_notice,emergency_variant,has_news_list,has_pager,has_card_layout,has_hero_carousel,hero_carousel_variant,has_footer_sitemap,has_accessibility_link,accessibility_url,has_color_inversion,has_custom_font_size,custom_font_size_variant,has_article_meta,has_toc,has_attachment_list,attachment_variant,hosting_clue,known_rewrite,contrast_risk_hint,notes,screenshot_path,screenshot_hash
S0264,福岡県,北九州市,municipality,A,top,https://www.city.kitakyushu.lg.jp/,2026-02-16T21:00:00+09:00,200,https://www.city.kitakyushu.lg.jp/,北九州市ホームページ,ja,,custom,false,true,true,5cat_horizontal,true,keyword+pageNo(9桁),false,false,true,救急医療テレフォン,true,false,true,true,carousel,true,true,/category/file_0001.html,false,true,読み上げ,false,false,false,,,,,GTM(GTM-5W2D88K); chatbot(マイナンバーカード); SNS=IG+YT+LINE; 多言語,,
S0264,福岡県,北九州市,municipality,A,contact,https://www.city.kitakyushu.lg.jp/contents/924_00625.html,2026-02-16T21:00:00+09:00,200,https://www.city.kitakyushu.lg.jp/contents/924_00625.html,北九州市コールセンター,ja,,custom,false,true,true,5cat_horizontal,true,keyword+pageNo(9桁),true,false,false,,false,false,false,false,,true,true,/category/file_0001.html,false,true,読み上げ,false,false,false,,,,,コールセンター,,
S0264,福岡県,北九州市,municipality,A,service,https://www.city.kitakyushu.lg.jp/contents/924_10089.html,2026-02-16T21:00:00+09:00,200,https://www.city.kitakyushu.lg.jp/contents/924_10089.html,児童手当について,ja,,custom,false,true,true,5cat_horizontal,true,keyword+pageNo(9桁),true,true,false,,false,false,false,false,,true,true,/category/file_0001.html,false,true,読み上げ,true,false,true,PDF,,,,児童手当; 電子申請対応,,
S0264,福岡県,北九州市,municipality,A,hub,https://www.city.kitakyushu.lg.jp/kurashi/,2026-02-16T21:00:00+09:00,200,https://www.city.kitakyushu.lg.jp/kurashi/,くらしの情報,ja,,custom,false,true,true,5cat_horizontal,true,keyword+pageNo(9桁),true,false,false,,false,false,true,false,,true,true,/category/file_0001.html,false,true,読み上げ,false,false,false,,,,,くらしカテゴリ,,
S0264,福岡県,北九州市,municipality,A,article,https://www.city.kitakyushu.lg.jp/shisei/koho/,2026-02-16T21:00:00+09:00,200,https://www.city.kitakyushu.lg.jp/shisei/koho/,広報きたきゅうしゅう,ja,,custom,false,true,true,5cat_horizontal,true,keyword+pageNo(9桁),true,false,false,,true,true,false,false,,true,true,/category/file_0001.html,false,true,読み上げ,true,false,false,,,,,広報,,
S0266,熊本県,熊本市,municipality,A,top,https://www.city.kumamoto.jp/,2026-02-16T21:00:00+09:00,200,https://www.city.kumamoto.jp/,熊本市ホームページ,ja,,custom(ASP.NET),false,true,true,12cat_horizontal,true,sitesearch_API,false,false,true,令和8年8月10日豪雨,true,false,true,true,slick(fade+3slides),true,true,,true,true,ReadSpeaker+font_size(標準拡大)+背景色(青黒白)+やさしい日本語+ふりがな,false,false,false,,,,,GTM(GTM-K2ZW8KZM); chatbot(AIひごまるコール); SNS=LINE+X+FB+YT; 多言語(5)+専用アプリ,,
S0266,熊本県,熊本市,municipality,A,contact,https://www.city.kumamoto.jp/soshiki/,2026-02-16T21:00:00+09:00,200,https://www.city.kumamoto.jp/soshiki/,組織から探す,ja,,custom(ASP.NET),false,true,true,12cat_horizontal,true,sitesearch_API,true,false,false,,false,false,false,false,,true,true,,true,true,ReadSpeaker+font_size(標準拡大)+背景色(青黒白)+やさしい日本語+ふりがな,false,false,false,,,,,組織一覧,,
S0266,熊本県,熊本市,municipality,A,service,https://www.city.kumamoto.jp/kiji0031996/index.html,2026-02-16T21:00:00+09:00,200,https://www.city.kumamoto.jp/kiji0031996/index.html,児童手当について,ja,,custom(ASP.NET),false,true,true,12cat_horizontal,true,sitesearch_API,true,true,false,,false,false,false,false,,true,true,,true,true,ReadSpeaker+font_size(標準拡大)+背景色(青黒白)+やさしい日本語+ふりがな,true,false,true,PDF,,,,児童手当; 区別ページあり(東区西区中央区南区北区),,
S0266,熊本県,熊本市,municipality,A,hub,https://www.city.kumamoto.jp/life/,2026-02-16T21:00:00+09:00,200,https://www.city.kumamoto.jp/life/,くらしの情報,ja,,custom(ASP.NET),false,true,true,12cat_horizontal,true,sitesearch_API,true,false,false,,false,false,true,false,,true,true,,true,true,ReadSpeaker+font_size(標準拡大)+背景色(青黒白)+やさしい日本語+ふりがな,false,false,false,,,,,くらしカテゴリ,,
S0266,熊本県,熊本市,municipality,A,article,https://www.city.kumamoto.jp/shisei/koho/,2026-02-16T21:00:00+09:00,200,https://www.city.kumamoto.jp/shisei/koho/,広報くまもと,ja,,custom(ASP.NET),false,true,true,12cat_horizontal,true,sitesearch_API,true,false,false,,true,true,false,false,,true,true,,true,true,ReadSpeaker+font_size(標準拡大)+背景色(青黒白)+やさしい日本語+ふりがな,true,false,false,,,,,広報,,
