sample_id,prefecture,municipality_name,layer,population_category,page_type,url,fetch_timestamp,http_status,final_url,page_title,lang_attribute,cms_fingerprint,tech_vendor,has_skip_link,has_hamburger_menu,has_global_nav,global_nav_variant,has_search,search_variant,has_breadcrumb,has_local_nav,has_emergency_notice,emergency_variant,has_news_list,has_pager,has_card_layout,has_hero_carousel,hero_carousel_variant,has_footer_sitemap,has_accessibility_link,accessibility_url,has_color_inversion,has_custom_font_size,custom_font_size_variant,has_article_meta,has_toc,has_attachment_list,attachment_variant,hosting_clue,known_rewrite,contrast_risk_hint,notes,screenshot_path,screenshot_hash
S0273,沖縄県,那覇市,municipality,B,top,https://www.city.naha.okinawa.jp/,2026-02-16T22:00:00+09:00,200,https://www.city.naha.okinawa.jp/,那覇市ホームページ,ja,,custom,false,true,true,8cat_horizontal,true,keyword,false,false,false,,true,false,true,true,carousel(IG_feed),true,true,,true,true,font_size+色合い+音声読み上げ,false,false,false,,,,,GA(G-BSL5TZEJ24); SNS=LINE+X+IG+YT; Google翻訳(英中繁韓西葡ネパール); nicotto-navi,,
S0273,沖縄県,那覇市,municipality,B,contact,https://www.city.naha.okinawa.jp/soshiki/,2026-02-16T22:00:00+09:00,200,https://www.city.naha.okinawa.jp/soshiki/,組織から探す,ja,,custom,false,true,true,8cat_horizontal,true,keyword,true,false,false,,false,false,false,false,,true,true,,true,true,font_size+色合い+音声読み上げ,false,false,false,,,,,組織一覧,,
S0273,沖縄県,那覇市,municipality,B,service,https://www.city.naha.okinawa.jp/child/kosodateouen/1002849/index.html,2026-02-16T22:00:00+09:00,200,https://www.city.naha.okinawa.jp/child/kosodateouen/1002849/index.html,児童手当,ja,,custom,false,true,true,8cat_horizontal,true,keyword,true,true,false,,false,false,false,false,,true,true,,true,true,font_size+色合い+音声読み上げ,true,false,true,PDF,,,,児童手当,,
S0273,沖縄県,那覇市,municipality,B,hub,https://www.city.naha.okinawa.jp/life/,2026-02-16T22:00:00+09:00,200,https://www.city.naha.okinawa.jp/life/,くらしの情報,ja,,custom,false,true,true,8cat_horizontal,true,keyword,true,false,false,,false,false,true,false,,true,true,,true,true,font_size+色合い+音声読み上げ,false,false,false,,,,,くらしカテゴリ,,
S0273,沖縄県,那覇市,municipality,B,article,https://www.city.naha.okinawa.jp/shisei/koho/,2026-02-16T22:00:00+09:00,200,https://www.city.naha.okinawa.jp/shisei/koho/,広報なは,ja,,custom,false,true,true,8cat_horizontal,true,keyword,true,false,false,,true,true,false,false,,true,true,,true,true,font_size+色合い+音声読み上げ,true,false,false,,,,,広報,,
S0275,福岡県,飯塚市,municipality,C,top,https://www.city.iizuka.lg.jp/,2026-02-16T22:00:00+09:00,200,https://www.city.iizuka.lg.jp/,飯塚市ホームページ,ja,,custom(PHP+cgi-bin),false,true,true,8cat_horizontal,true,keyword,false,false,false,,true,false,true,true,carousel(4img),true,true,,true,true,font_size+色合い+読み上げ(ツタエル)+ひらがな+やさしい日本語,false,false,false,,,,,chatbot; SNS=FB+X+IG+LINE+YT; 多言語(英中繁韓),,
S0275,福岡県,飯塚市,municipality,C,contact,https://www.city.iizuka.lg.jp/soshiki/,2026-02-16T22:00:00+09:00,200,https://www.city.iizuka.lg.jp/soshiki/,組織から探す,ja,,custom(PHP+cgi-bin),false,true,true,8cat_horizontal,true,keyword,true,false,false,,false,false,false,false,,true,true,,true,true,font_size+色合い+読み上げ(ツタエル)+ひらがな+やさしい日本語,false,false,false,,,,,組織一覧,,
S0275,福岡県,飯塚市,municipality,C,service,https://www.city.iizuka.lg.jp/kodomoboshi/kenko/kosodate/teate/jidouteate.html,2026-02-16T22:00:00+09:00,200,https://www.city.iizuka.lg.jp/kodomoboshi/kenko/kosodate/teate/jidouteate.html,児童手当,ja,,custom(PHP+cgi-bin),false,true,true,8cat_horizontal,true,keyword,true,true,false,,false,false,false,false,,true,true,,true,true,font_size+色合い+読み上げ(ツタエル)+ひらがな+やさしい日本語,true,false,true,PDF,,,,児童手当,,
S0275,福岡県,飯塚市,municipality,C,hub,https://www.city.iizuka.lg.jp/life/,2026-02-16T22:00:00+09:00,200,https://www.city.iizuka.lg.jp/life/,くらしの情報,ja,,custom(PHP+cgi-bin),false,true,true,8cat_horizontal,true,keyword,true,false,false,,false,false,true,false,,true,true,,true,true,font_size+色合い+読み上げ(ツタエル)+ひらがな+やさしい日本語,false,false,false,,,,,くらしカテゴリ,,
S0275,福岡県,飯塚市,municipality,C,article,https://www.city.iizuka.lg.jp/shisei/koho/,2026-02-16T22:00:00+09:00,200,https://www.city.iizuka.lg.jp/shisei/koho/,広報いいづか,ja,,custom(PHP+cgi-bin),false,true,true,8cat_horizontal,true,keyword,true,false,false,,true,true,false,false,,true,true,,true,true,font_size+色合い+読み上げ(ツタエル)+ひらがな+やさしい日本語,true,false,false,,,,,広報,,
