sample_id,prefecture,municipality_name,layer,population_category,page_type,page_url,captured_at,http_status,final_url,page_title,lang_attr,cms_fingerprint,theme_vendor_hint,has_skip_link,has_header_brand,has_global_nav,global_nav_variant,has_search,search_variant,has_breadcrumb,has_local_nav,has_emergency_notice,emergency_variant,has_news_list,has_pickup,has_carousel,has_hub_cards,hub_cards_variant,has_footer_policies,has_accessibility_link,accessibility_url,has_contact_info,has_contact_form,contact_form_variant,has_article_meta,has_toc,has_attachments,attachments_variant,heading_outline_score,keyboard_nav_risk,contrast_risk_hint,notes,evidence_dom_snippets_path,screenshot_path
S0050,北海道,函館市,municipality,B,top,https://www.city.hakodate.hokkaido.jp/,2026-02-15T19:00:00+09:00,200,https://www.city.hakodate.hokkaido.jp/,函館市,ja,,,true,true,true,horizontal,true,header,false,false,false,,false,true,true,true,icon,true,true,https://www.city.hakodate.hokkaido.jp/docs/2017033100056/,false,false,,false,false,false,,fair,medium,low,[header_brand] CITY OF HAKODATE logo; [global_nav] horizontal 市民/観光/移住/ふるさと納税; [search] header検索; [pickup] LINE renewal banner; [carousel] img_slide01-06; [hub_cards] 4 portal icons; [accessibility_link] Webアクセシビリティ方針 footer,,
S0050,北海道,函館市,municipality,B,contact,https://www.city.hakodate.hokkaido.jp/docs/2014031700318/,2026-02-15T19:00:00+09:00,200,https://www.city.hakodate.hokkaido.jp/docs/2014031700318/,函館市へのご意見・お問合せ,ja,,,true,true,true,dropdown,true,header,true,true,false,,true,true,false,false,,true,true,https://www.city.hakodate.hokkaido.jp/docs/2017033100056/,true,false,,true,false,false,,fair,medium,low,"[skip_link] 本文へ; [breadcrumb] TOP>カテゴリ>分野>市政; [local_nav] sidebar; [news_list] 新着情報; [pickup] 注目キーワード; [footer_policies] 著作権・免責事項,プライバシーポリシー; [contact_info] 0138-21-3111,〒040-8666; [article_meta] 公開2014-03-17,更新2021-12-14",,
S0050,北海道,函館市,municipality,B,service,https://www.city.hakodate.hokkaido.jp/docs/2014011700482/,2026-02-15T19:00:00+09:00,200,https://www.city.hakodate.hokkaido.jp/docs/2014011700482/,児童手当 | 函館市,ja,,,true,true,true,dropdown,true,header,true,true,false,,false,false,false,false,,true,true,https://www.city.hakodate.hokkaido.jp/docs/2017033100056/,true,false,,true,true,true,pdf,fair,medium,low,"[skip_link] 本文へ; [breadcrumb] 5-level; [local_nav] sidebar; [contact_info] 0138-21-3267; [article_meta] 公開2025-07-31,更新2025-12-16; [toc] 3 main sections; [attachments] 12 PDFs",,
S0050,北海道,函館市,municipality,B,hub,https://www.city.hakodate.hokkaido.jp/category/bunya/kurashi/,2026-02-15T19:00:00+09:00,200,https://www.city.hakodate.hokkaido.jp/category/bunya/kurashi/,くらし | 函館市,ja,,,true,true,true,dropdown,true,header,true,true,false,,true,true,false,true,text,true,true,https://www.city.hakodate.hokkaido.jp/docs/2017033100056/,true,false,,false,false,false,,fair,medium,low,[skip_link] 本文へ; [breadcrumb] TOP>カテゴリ>分野>くらし; [local_nav] 13 subcategories; [news_list] お知らせ 5+ dated entries; [pickup] 注目情報; [hub_cards] 13 subcategory boxes; [contact_info] 0138-21-3111,,
S0050,北海道,函館市,municipality,B,article,https://www.city.hakodate.hokkaido.jp/docs/2014030600213/,2026-02-15T19:00:00+09:00,200,https://www.city.hakodate.hokkaido.jp/docs/2014030600213/,第34回恵山ごっこまつり（2026年）開催のお知らせ | 函館市,ja,,,true,true,true,dropdown,true,header,true,true,false,,false,true,false,false,,true,true,https://www.city.hakodate.hokkaido.jp/docs/2017033100056/,true,false,,true,false,false,,fair,medium,low,[skip_link] 本文へ; [breadcrumb] TOP>カテゴリ>分野>観光>まつり; [local_nav] sidebar; [pickup] 注目キーワード; [contact_info] 恵山支所 0138-85-2336; [article_meta] 公開日2026-01-21,,
S0052,北海道,釧路市,municipality,C,top,https://www.city.kushiro.lg.jp/,2026-02-15T19:00:00+09:00,200,https://www.city.kushiro.lg.jp/,釧路市ホームページ,ja,,,true,true,true,mega,true,header,false,false,true,banner,true,true,true,true,icon,true,true,https://www.city.kushiro.lg.jp/about/accessibility/1007328.html,true,false,,false,false,true,pdf,fair,medium,low,[skip_link] #HONBUN; [global_nav] mega くらし・手続き等; [search] header; [emergency] 雌阿寒岳火口周辺警報レベル2; [news_list] 新着情報5件; [pickup] 釧路港水揚げ日本一等; [carousel] topics carousel; [hub_cards] 目的別12+便利情報10; [footer_policies] リンク・著作権; [accessibility_link] アクセシビリティへの取り組み; [contact_info] 0154-23-5151; [attachments] 雌阿寒岳ハザードマップPDF,,
S0052,北海道,釧路市,municipality,C,contact,https://www.city.kushiro.lg.jp/shisei/gaiyou/1006821/1010624/index.html,2026-02-15T19:00:00+09:00,200,https://www.city.kushiro.lg.jp/shisei/gaiyou/1006821/1010624/index.html,各課の連絡先・お問合わせ,ja,,,true,true,true,dropdown,false,,true,true,false,,false,false,false,false,,true,true,https://www.city.kushiro.lg.jp/about/accessibility/1007328.html,true,false,,false,false,false,,fair,low,medium,"[skip_link] #HONBUN; [breadcrumb] トップ>市政情報>市の概要>組織案内; [local_nav] 組織案内; [footer_policies] サイトマップ,アクセシビリティ,リンク・著作権; [contact_info] 0154-23-5151 3拠点",,
S0052,北海道,釧路市,municipality,C,service,https://www.city.kushiro.lg.jp/kosodatekyouiku/kosodate/1005438/1005443.html,2026-02-15T19:00:00+09:00,200,https://www.city.kushiro.lg.jp/kosodatekyouiku/kosodate/1005438/1005443.html,児童手当｜釧路市ホームページ,ja,,,true,true,true,dropdown,false,,true,true,false,,false,false,false,false,,true,true,https://www.city.kushiro.lg.jp/about/accessibility/1007328.html,true,true,,true,true,true,pdf,good,low,low,"[skip_link] #HONBUN; [breadcrumb] トップ>妊娠・子育て>子育て>助成・手当; [local_nav] sidebar; [footer_policies] サイトマップ,リンク・著作権; [contact_info] こども支援課 0154-31-4540; [contact_form] 専用フォーム; [article_meta] 更新日2025-12-18; [toc] 4項目; [attachments] 7 PDF forms",,
S0052,北海道,釧路市,municipality,C,hub,https://www.city.kushiro.lg.jp/kurashi/index.html,2026-02-15T19:00:00+09:00,200,https://www.city.kushiro.lg.jp/kurashi/index.html,くらし・手続き｜釧路市ホームページ,ja,,,true,true,true,dropdown,false,,true,true,false,,true,true,false,true,icon,true,true,https://www.city.kushiro.lg.jp/about/accessibility/1007328.html,true,false,,true,false,false,,fair,medium,low,[skip_link] #HONBUN; [breadcrumb] トップ>くらし; [local_nav] 16 subcategories; [news_list] 新着更新情報5件; [pickup] 書かないワンストップ窓口; [hub_cards] category icons; [contact_info] 0154-23-5151; [article_meta] 更新日2022-09-28,,
S0052,北海道,釧路市,municipality,C,article,https://www.city.kushiro.lg.jp/museum/tenji/kikaku/2025/plants.html,2026-02-15T19:00:00+09:00,200,https://www.city.kushiro.lg.jp/museum/tenji/kikaku/2025/plants.html,【博物館】企画展「人と植物」｜釧路市ホームページ,ja,,,true,true,true,dropdown,false,,true,true,false,,false,false,false,false,,false,false,,true,true,,true,false,false,,fair,medium,medium,"[skip_link] #HONBUN; [breadcrumb] トップ>博物館>展示>企画展; [local_nav] sidebar; [contact_info] 博物館 0154-41-5809; [contact_form] 専用フォーム; [article_meta] 更新日2026-02-14; NOTE: museum subdomain,footer differs from main site",,
