sample_id,prefecture,municipality_name,layer,population_category,page_type,url,fetch_timestamp,http_status,final_url,page_title,lang_attribute,cms_fingerprint,tech_vendor,has_skip_link,has_hamburger_menu,has_global_nav,global_nav_variant,has_search,search_variant,has_breadcrumb,has_local_nav,has_emergency_notice,emergency_variant,has_news_list,has_pager,has_card_layout,has_hero_carousel,hero_carousel_variant,has_footer_sitemap,has_accessibility_link,accessibility_url,has_color_inversion,has_custom_font_size,custom_font_size_variant,has_article_meta,has_toc,has_attachment_list,attachment_variant,hosting_clue,known_rewrite,contrast_risk_hint,notes,screenshot_path,screenshot_hash
S0205,三重県,伊勢市,municipality,C,top,https://www.city.ise.mie.jp/,2026-02-16T11:00:00+09:00,200,https://www.city.ise.mie.jp/,伊勢市,ja,FI,FI系CMS,true,true,true,7cat,true,keyword,false,false,true,休日夜間診療,true,false,true,true,5slides,true,true,,true,true,読み上げ+文字サイズ色変更,false,false,false,,,,,GA(GA-Q0H7CX1THE+UA-29830473); Clarity(u7rmswwwfz); FI系CMS,,
S0205,三重県,伊勢市,municipality,C,contact,https://www.city.ise.mie.jp/soshiki/,2026-02-16T11:00:00+09:00,200,https://www.city.ise.mie.jp/soshiki/,組織一覧,ja,FI,FI系CMS,true,true,true,7cat,true,keyword,true,true,false,,false,false,false,false,,true,true,,true,true,読み上げ+文字サイズ色変更,false,false,false,,,,,部署一覧,,
S0205,三重県,伊勢市,municipality,C,service,https://www.city.ise.mie.jp/kosodate/gyosei/k_josei/jidouteate/index.html,2026-02-16T11:00:00+09:00,200,https://www.city.ise.mie.jp/kosodate/gyosei/k_josei/jidouteate/index.html,児童手当,ja,FI,FI系CMS,true,true,true,7cat,true,keyword,true,true,false,,false,false,false,false,,true,true,,true,true,読み上げ+文字サイズ色変更,true,false,true,PDF,,,,児童手当,,
S0205,三重県,伊勢市,municipality,C,hub,https://www.city.ise.mie.jp/kurashi/,2026-02-16T11:00:00+09:00,200,https://www.city.ise.mie.jp/kurashi/,くらし・環境,ja,FI,FI系CMS,true,true,true,7cat,true,keyword,true,false,false,,false,false,true,false,,true,true,,true,true,読み上げ+文字サイズ色変更,false,false,false,,,,,カテゴリ一覧,,
S0205,三重県,伊勢市,municipality,C,article,https://www.city.ise.mie.jp/shisei/koho_kocho/koho/,2026-02-16T11:00:00+09:00,200,https://www.city.ise.mie.jp/shisei/koho_kocho/koho/,広報いせ,ja,FI,FI系CMS,true,true,true,7cat,true,keyword,true,false,false,,true,false,false,false,,true,true,,true,true,読み上げ+文字サイズ色変更,true,false,true,PDF,,,,広報,,
S0206,三重県,鈴鹿市,municipality,C,top,https://www.city.suzuka.lg.jp/,2026-02-16T11:00:00+09:00,200,https://www.city.suzuka.lg.jp/,鈴鹿市,ja,FI,FI系CMS,true,true,true,6cat,true,keyword+ページ番号,false,false,true,いざという時に,true,false,true,true,carousel+play/pause,true,true,,true,true,文字サイズ色+11言語,false,false,false,,,,,GA(G-3ZBTWVDYD4); FI系; 11言語; SNS=FB+LINE+X+YT+IG; すずっこ子育てアプリ,,
S0206,三重県,鈴鹿市,municipality,C,contact,https://www.city.suzuka.lg.jp/soshiki/,2026-02-16T11:00:00+09:00,200,https://www.city.suzuka.lg.jp/soshiki/,組織一覧,ja,FI,FI系CMS,true,true,true,6cat,true,keyword+ページ番号,true,true,false,,false,false,false,false,,true,true,,true,true,文字サイズ色+11言語,false,false,false,,,,,部署一覧,,
S0206,三重県,鈴鹿市,municipality,C,service,https://www.city.suzuka.lg.jp/kosodate/kosodateteate/1003052.html,2026-02-16T11:00:00+09:00,200,https://www.city.suzuka.lg.jp/kosodate/kosodateteate/1003052.html,児童手当,ja,FI,FI系CMS,true,true,true,6cat,true,keyword+ページ番号,true,true,false,,false,false,false,false,,true,true,,true,true,文字サイズ色+11言語,true,false,true,PDF,,,,児童手当,,
S0206,三重県,鈴鹿市,municipality,C,hub,https://www.city.suzuka.lg.jp/kurashi/,2026-02-16T11:00:00+09:00,200,https://www.city.suzuka.lg.jp/kurashi/,くらし・手続き,ja,FI,FI系CMS,true,true,true,6cat,true,keyword+ページ番号,true,false,false,,false,false,true,false,,true,true,,true,true,文字サイズ色+11言語,false,false,false,,,,,カテゴリ一覧,,
S0206,三重県,鈴鹿市,municipality,C,article,https://www.city.suzuka.lg.jp/shisei/koho/,2026-02-16T11:00:00+09:00,200,https://www.city.suzuka.lg.jp/shisei/koho/,広報すずか,ja,FI,FI系CMS,true,true,true,6cat,true,keyword+ページ番号,true,false,false,,true,false,false,false,,true,true,,true,true,文字サイズ色+11言語,true,false,true,PDF,,,,広報,,
S0207,滋賀県,草津市,municipality,C,top,https://www.city.kusatsu.shiga.jp/,2026-02-16T11:00:00+09:00,200,https://www.city.kusatsu.shiga.jp/,草津市,ja,,custom,true,true,true,6cat,true,keyword,false,false,true,選挙+開庁時間変更,true,false,true,true,carousel,true,true,,false,true,ZoomSight(音声読み上げ+文字拡大),false,false,false,,,,,jQuery; ZoomSight; SNS=LINE,,
S0207,滋賀県,草津市,municipality,C,contact,https://www.city.kusatsu.shiga.jp/soshiki/,2026-02-16T11:00:00+09:00,200,https://www.city.kusatsu.shiga.jp/soshiki/,組織一覧,ja,,custom,true,true,true,6cat,true,keyword,true,true,false,,false,false,false,false,,true,true,,false,true,ZoomSight(音声読み上げ+文字拡大),false,false,false,,,,,部署一覧,,
