sample_id,prefecture,municipality_name,layer,population_category,page_type,url,fetch_timestamp,http_status,final_url,page_title,lang_attribute,cms_fingerprint,tech_vendor,has_skip_link,has_hamburger_menu,has_global_nav,global_nav_variant,has_search,search_variant,has_breadcrumb,has_local_nav,has_emergency_notice,emergency_variant,has_news_list,has_pager,has_card_layout,has_hero_carousel,hero_carousel_variant,has_footer_sitemap,has_accessibility_link,accessibility_url,has_color_inversion,has_custom_font_size,custom_font_size_variant,has_article_meta,has_toc,has_attachment_list,attachment_variant,hosting_clue,known_rewrite,contrast_risk_hint,notes,screenshot_path,screenshot_hash
S0253,愛媛県,新居浜市,municipality,C,top,https://www.city.niihama.lg.jp/,2026-02-16T18:00:00+09:00,200,https://www.city.niihama.lg.jp/,新居浜市ホームページ,ja,,custom,false,true,true,6cat_horizontal,true,keyword+pageID,false,false,true,林野火災注意報,true,false,true,true,slideshow,true,true,,true,true,ReadSpeaker+font_size(標準拡大)+背景色(白黒青)+ふりがな(KanaboWeb),false,false,false,,,,,GA(G-SFYF3CDEF3); chatbot; SNS=X+FB+LINE+YT+IG; 多言語,,
S0253,愛媛県,新居浜市,municipality,C,contact,https://www.city.niihama.lg.jp/soshiki/,2026-02-16T18:00:00+09:00,200,https://www.city.niihama.lg.jp/soshiki/,組織一覧,ja,,custom,false,true,true,6cat_horizontal,true,keyword+pageID,true,false,false,,false,false,false,false,,true,true,,true,true,ReadSpeaker+font_size(標準拡大)+背景色(白黒青)+ふりがな(KanaboWeb),false,false,false,,,,,組織一覧,,
S0253,愛媛県,新居浜市,municipality,C,service,https://www.city.niihama.lg.jp/soshiki/kosodate/jidouteate.html,2026-02-16T18:00:00+09:00,200,https://www.city.niihama.lg.jp/soshiki/kosodate/jidouteate.html,児童手当について,ja,,custom,false,true,true,6cat_horizontal,true,keyword+pageID,true,true,false,,false,false,false,false,,true,true,,true,true,ReadSpeaker+font_size(標準拡大)+背景色(白黒青)+ふりがな(KanaboWeb),true,false,true,PDF+Excel,,,,児童手当; pageID=0103723; SNS共有=X+FB+LINE; AI関連ページ推薦,,
S0253,愛媛県,新居浜市,municipality,C,hub,https://www.city.niihama.lg.jp/life/,2026-02-16T18:00:00+09:00,200,https://www.city.niihama.lg.jp/life/,くらしの情報,ja,,custom,false,true,true,6cat_horizontal,true,keyword+pageID,true,false,false,,false,false,true,false,,true,true,,true,true,ReadSpeaker+font_size(標準拡大)+背景色(白黒青)+ふりがな(KanaboWeb),false,false,false,,,,,くらしカテゴリ,,
S0253,愛媛県,新居浜市,municipality,C,article,https://www.city.niihama.lg.jp/shisei/koho/,2026-02-16T18:00:00+09:00,200,https://www.city.niihama.lg.jp/shisei/koho/,広報にいはま,ja,,custom,false,true,true,6cat_horizontal,true,keyword+pageID,true,false,false,,true,true,false,false,,true,true,,true,true,ReadSpeaker+font_size(標準拡大)+背景色(白黒青)+ふりがな(KanaboWeb),true,false,false,,,,,広報,,
S0254,香川県,丸亀市,municipality,C,top,https://www.city.marugame.lg.jp/,2026-02-16T18:00:00+09:00,200,https://www.city.marugame.lg.jp/,丸亀市公式ホームページ,ja,,custom,false,true,true,6cat_horizontal,true,Google_CSE,false,false,true,緊急情報(現在なし),true,false,true,true,slick_carousel,true,true,,true,true,ReadSpeaker+font_size(拡大標準)+背景色(白黒青),false,false,false,,,,,UA(UA-68310240-1)+GA(G-FLCHM5KJVG); chatbot(UserLocal); SNS=YT+IG+FB+LINE,,
S0254,香川県,丸亀市,municipality,C,contact,https://www.city.marugame.lg.jp/soshiki/,2026-02-16T18:00:00+09:00,200,https://www.city.marugame.lg.jp/soshiki/,組織から探す,ja,,custom,false,true,true,6cat_horizontal,true,Google_CSE,true,false,false,,false,false,false,false,,true,true,,true,true,ReadSpeaker+font_size(拡大標準)+背景色(白黒青),false,false,false,,,,,組織一覧,,
S0254,香川県,丸亀市,municipality,C,service,https://www.city.marugame.lg.jp/site/life-stage/27997.html,2026-02-16T18:00:00+09:00,200,https://www.city.marugame.lg.jp/site/life-stage/27997.html,児童手当,ja,,custom,false,true,true,6cat_horizontal,true,Google_CSE,true,true,false,,false,false,false,false,,true,true,,true,true,ReadSpeaker+font_size(拡大標準)+背景色(白黒青),true,false,true,PDF+Excel,,,,児童手当; pageID=0027997; SNS共有=X+FB+LINE; AI関連ページ推薦,,
S0254,香川県,丸亀市,municipality,C,hub,https://www.city.marugame.lg.jp/life/,2026-02-16T18:00:00+09:00,200,https://www.city.marugame.lg.jp/life/,くらしの情報,ja,,custom,false,true,true,6cat_horizontal,true,Google_CSE,true,false,false,,false,false,true,false,,true,true,,true,true,ReadSpeaker+font_size(拡大標準)+背景色(白黒青),false,false,false,,,,,くらしカテゴリ,,
S0254,香川県,丸亀市,municipality,C,article,https://www.city.marugame.lg.jp/shisei/koho/,2026-02-16T18:00:00+09:00,200,https://www.city.marugame.lg.jp/shisei/koho/,広報まるがめ,ja,,custom,false,true,true,6cat_horizontal,true,Google_CSE,true,false,false,,true,true,false,false,,true,true,,true,true,ReadSpeaker+font_size(拡大標準)+背景色(白黒青),true,false,false,,,,,広報,,
