sample_id,prefecture,municipality_name,layer,population_category,page_type,url,fetch_timestamp,http_status,final_url,page_title,lang_attribute,cms_fingerprint,tech_vendor,has_skip_link,has_hamburger_menu,has_global_nav,global_nav_variant,has_search,search_variant,has_breadcrumb,has_local_nav,has_emergency_notice,emergency_variant,has_news_list,has_pager,has_card_layout,has_hero_carousel,hero_carousel_variant,has_footer_sitemap,has_accessibility_link,accessibility_url,has_color_inversion,has_custom_font_size,custom_font_size_variant,has_article_meta,has_toc,has_attachment_list,attachment_variant,hosting_clue,known_rewrite,contrast_risk_hint,notes,screenshot_path,screenshot_hash
S0189,大阪府,大阪市,municipality,A,top,https://www.city.osaka.lg.jp/,2026-02-16T10:00:00+09:00,200,https://www.city.osaka.lg.jp/,大阪市：トップページ,ja,KanaboWeb,KanaboWeb,true,true,true,4cat,true,Google_CSE,false,false,true,防災ポータルサイト,true,false,true,true,4slides+play/pause,true,true,,true,true,拡大/標準,false,false,false,,,,,GTM(GTM-KGK4TZK); ReadSpeaker+ふりがな; LINE+X+YouTube; 24区,,
S0189,大阪府,大阪市,municipality,A,contact,https://www.city.osaka.lg.jp/main/soshiki_list.html,2026-02-16T10:00:00+09:00,200,https://www.city.osaka.lg.jp/main/soshiki_list.html,組織から探す,ja,KanaboWeb,KanaboWeb,true,true,true,4cat,true,Google_CSE,true,true,false,,false,false,false,false,,true,true,,true,true,拡大/標準,false,false,false,,,,,局一覧,,
S0189,大阪府,大阪市,municipality,A,service,https://www.city.osaka.lg.jp/kodomo/page/0000370608.html,2026-02-16T10:00:00+09:00,200,https://www.city.osaka.lg.jp/kodomo/page/0000370608.html,児童手当,ja,KanaboWeb,KanaboWeb,true,true,true,4cat,true,Google_CSE,true,true,false,,false,false,false,false,,true,true,,true,true,拡大/標準,true,false,true,PDF,,,,児童手当,,
S0189,大阪府,大阪市,municipality,A,hub,https://www.city.osaka.lg.jp/kurashi/,2026-02-16T10:00:00+09:00,200,https://www.city.osaka.lg.jp/kurashi/,くらし,ja,KanaboWeb,KanaboWeb,true,true,true,4cat,true,Google_CSE,true,false,false,,false,false,true,false,,true,true,,true,true,拡大/標準,false,false,false,,,,,カテゴリ一覧,,
S0189,大阪府,大阪市,municipality,A,article,https://www.city.osaka.lg.jp/shisei/category/3064-1-1-0-0-0-0-0-0-0.html,2026-02-16T10:00:00+09:00,200,https://www.city.osaka.lg.jp/shisei/category/3064-1-1-0-0-0-0-0-0-0.html,区の広報紙,ja,KanaboWeb,KanaboWeb,true,true,true,4cat,true,Google_CSE,true,false,false,,true,false,false,false,,true,true,,true,true,拡大/標準,true,false,true,PDF,,,,区ごとの広報紙,,
S0190,大阪府,堺市,municipality,A,top,https://www.city.sakai.lg.jp/,2026-02-16T10:00:00+09:00,200,https://www.city.sakai.lg.jp/,堺市ホームページ,ja,,custom,true,true,true,6cat_horizontal,true,keyword,false,false,true,Jアラート受信情報,true,false,true,true,4slides+autoplay/stop,true,true,,false,true,ZoomSight,false,false,false,,,,,ZoomSight(zoomsight-sv2.jp); SNS=LINE+X+IG+YT+FB; やさしい日本語,,
S0190,大阪府,堺市,municipality,A,contact,https://www.city.sakai.lg.jp/shisei/soshiki/,2026-02-16T10:00:00+09:00,200,https://www.city.sakai.lg.jp/shisei/soshiki/,組織一覧,ja,,custom,true,true,true,6cat_horizontal,true,keyword,true,true,false,,false,false,false,false,,true,true,,false,true,ZoomSight,false,false,false,,,,,部局一覧,,
S0190,大阪府,堺市,municipality,A,service,https://www.city.sakai.lg.jp/kosodate/hughug/kosodatekankyo/kosodate/jidoteate.html,2026-02-16T10:00:00+09:00,200,https://www.city.sakai.lg.jp/kosodate/hughug/kosodatekankyo/kosodate/jidoteate.html,児童手当,ja,,custom,true,true,true,6cat_horizontal,true,keyword,true,true,false,,false,false,false,false,,true,true,,false,true,ZoomSight,true,false,true,PDF,,,,児童手当,,
S0190,大阪府,堺市,municipality,A,hub,https://www.city.sakai.lg.jp/kurashi/,2026-02-16T10:00:00+09:00,200,https://www.city.sakai.lg.jp/kurashi/,くらし・手続き,ja,,custom,true,true,true,6cat_horizontal,true,keyword,true,false,false,,false,false,true,false,,true,true,,false,true,ZoomSight,false,false,false,,,,,カテゴリ一覧,,
S0190,大阪府,堺市,municipality,A,article,https://www.city.sakai.lg.jp/shisei/koho/,2026-02-16T10:00:00+09:00,200,https://www.city.sakai.lg.jp/shisei/koho/,広報さかい,ja,,custom,true,true,true,6cat_horizontal,true,keyword,true,false,false,,true,false,false,false,,true,true,,false,true,ZoomSight,true,false,true,PDF,,,,広報さかい,,
