sample_id,prefecture,municipality_name,layer,population_category,page_type,url,fetch_timestamp,http_status,final_url,page_title,lang_attribute,cms_fingerprint,tech_vendor,has_skip_link,has_hamburger_menu,has_global_nav,global_nav_variant,has_search,search_variant,has_breadcrumb,has_local_nav,has_emergency_notice,emergency_variant,has_news_list,has_pager,has_card_layout,has_hero_carousel,hero_carousel_variant,has_footer_sitemap,has_accessibility_link,accessibility_url,has_color_inversion,has_custom_font_size,custom_font_size_variant,has_article_meta,has_toc,has_attachment_list,attachment_variant,hosting_clue,known_rewrite,contrast_risk_hint,notes,screenshot_path,screenshot_hash
S0289,福岡県,添田町,municipality,D,top,https://www.town.soeda.fukuoka.jp/,2026-02-16T23:30:00+09:00,200,https://www.town.soeda.fukuoka.jp/,添田町公式ホームページ,ja,,custom,true,true,true,5cat_horizontal,true,keyword+pageID,false,false,true,いざというとき(防災+医療),true,false,true,true,slick,true,true,,true,true,font_size+背景色(白黒青)+ふりがな+やさしい日本語(tsutaeruMO),false,false,false,,,,,GA(G-W37CSEVYV0); 多言語; RSS,,
S0289,福岡県,添田町,municipality,D,contact,https://www.town.soeda.fukuoka.jp/soshiki/kenkoukosodateouen-ka/more.html,2026-02-16T23:30:00+09:00,200,https://www.town.soeda.fukuoka.jp/soshiki/kenkoukosodateouen-ka/more.html,健康子育て応援課,ja,,custom,true,true,true,5cat_horizontal,true,keyword+pageID,true,false,false,,false,false,false,false,,true,true,,true,true,font_size+背景色(白黒青)+ふりがな+やさしい日本語(tsutaeruMO),false,false,false,,,,,健康子育て応援課,,
S0289,福岡県,添田町,municipality,D,service,https://www.town.soeda.fukuoka.jp/bunya/life-teate-jyosei/,2026-02-16T23:30:00+09:00,200,https://www.town.soeda.fukuoka.jp/bunya/life-teate-jyosei/,手当・助成,ja,,custom,true,true,true,5cat_horizontal,true,keyword+pageID,true,true,false,,false,false,false,false,,true,true,,true,true,font_size+背景色(白黒青)+ふりがな+やさしい日本語(tsutaeruMO),false,false,false,,,,,手当・助成カテゴリ(専用児童手当ページなし),,
S0289,福岡県,添田町,municipality,D,hub,https://www.town.soeda.fukuoka.jp/bunya/kurashi/,2026-02-16T23:30:00+09:00,200,https://www.town.soeda.fukuoka.jp/bunya/kurashi/,くらしの情報,ja,,custom,true,true,true,5cat_horizontal,true,keyword+pageID,true,false,false,,false,false,true,false,,true,true,,true,true,font_size+背景色(白黒青)+ふりがな+やさしい日本語(tsutaeruMO),false,false,false,,,,,くらしカテゴリ,,
S0289,福岡県,添田町,municipality,D,article,https://www.town.soeda.fukuoka.jp/shisei/koho/,2026-02-16T23:30:00+09:00,200,https://www.town.soeda.fukuoka.jp/shisei/koho/,広報そえだ,ja,,custom,true,true,true,5cat_horizontal,true,keyword+pageID,true,false,false,,true,true,false,false,,true,true,,true,true,font_size+背景色(白黒青)+ふりがな+やさしい日本語(tsutaeruMO),true,false,false,,,,,広報,,
S0290,佐賀県,玄海町,municipality,D,top,https://www.town.genkai.lg.jp/,2026-02-16T23:30:00+09:00,200,https://www.town.genkai.lg.jp/,玄海町ホームページ,ja,,custom,true,true,true,4cat_horizontal,true,Google_CSE,false,false,true,防災メール連携+もしもの時は,true,false,true,true,carousel,true,true,,true,true,font_size(標準拡大)+背景色(白青黒),false,false,false,,,/ssi/css/,,GA(G-P4J0KLRT3H)+UA(UA-119698549-1); 多言語; RSS,,
S0290,佐賀県,玄海町,municipality,D,contact,https://www.town.genkai.lg.jp/soshiki/,2026-02-16T23:30:00+09:00,200,https://www.town.genkai.lg.jp/soshiki/,組織でさがす,ja,,custom,true,true,true,4cat_horizontal,true,Google_CSE,true,false,false,,false,false,false,false,,true,true,,true,true,font_size(標準拡大)+背景色(白青黒),false,false,false,,,/ssi/css/,,組織一覧,,
S0290,佐賀県,玄海町,municipality,D,service,https://www.town.genkai.lg.jp/soshiki/24/83764.html,2026-02-16T23:30:00+09:00,200,https://www.town.genkai.lg.jp/soshiki/24/83764.html,児童手当確認書,ja,,custom,true,true,true,4cat_horizontal,true,Google_CSE,true,true,false,,false,false,false,false,,true,true,,true,true,font_size(標準拡大)+背景色(白青黒),true,false,false,,,/ssi/css/,,児童手当(確認書ページ),,
S0290,佐賀県,玄海町,municipality,D,hub,https://www.town.genkai.lg.jp/life/,2026-02-16T23:30:00+09:00,200,https://www.town.genkai.lg.jp/life/,くらしと行政,ja,,custom,true,true,true,4cat_horizontal,true,Google_CSE,true,false,false,,false,false,true,false,,true,true,,true,true,font_size(標準拡大)+背景色(白青黒),false,false,false,,,/ssi/css/,,くらしカテゴリ,,
S0290,佐賀県,玄海町,municipality,D,article,https://www.town.genkai.lg.jp/shisei/koho/,2026-02-16T23:30:00+09:00,200,https://www.town.genkai.lg.jp/shisei/koho/,広報げんかい,ja,,custom,true,true,true,4cat_horizontal,true,Google_CSE,true,false,false,,true,true,false,false,,true,true,,true,true,font_size(標準拡大)+背景色(白青黒),true,false,false,,,/ssi/css/,,広報,,
S0291,長崎県,五島市,municipality,D,top,https://www.city.goto.nagasaki.jp/,2026-02-16T23:30:00+09:00,200,https://www.city.goto.nagasaki.jp/,五島市まるごとう,ja,,custom,true,true,true,5cat_image,true,keyword(まるごとうサーチ),false,false,true,緊急速報(現在なし),true,false,true,true,carousel(再生停止),true,true,,true,true,font_size+色合い+音声読み上げ,false,false,false,,,,,GA(G-16FGEGNKFK); 多言語(5:英韓簡繁越); RSS,,
S0291,長崎県,五島市,municipality,D,contact,https://www.city.goto.nagasaki.jp/soshiki/,2026-02-16T23:30:00+09:00,200,https://www.city.goto.nagasaki.jp/soshiki/,組織から探す,ja,,custom,true,true,true,5cat_image,true,keyword(まるごとうサーチ),true,false,false,,false,false,false,false,,true,true,,true,true,font_size+色合い+音声読み上げ,false,false,false,,,,,組織一覧,,
S0291,長崎県,五島市,municipality,D,service,https://www.city.goto.nagasaki.jp/s029/010/020/010/020/010/20190310004528.html,2026-02-16T23:30:00+09:00,200,https://www.city.goto.nagasaki.jp/s029/010/020/010/020/010/20190310004528.html,児童手当,ja,,custom,true,true,true,5cat_image,true,keyword(まるごとうサーチ),true,true,false,,false,false,false,false,,true,true,,true,true,font_size+色合い+音声読み上げ,true,false,true,PDF,,,,児童手当; 離島,,
S0291,長崎県,五島市,municipality,D,hub,https://www.city.goto.nagasaki.jp/li/kurashi/,2026-02-16T23:30:00+09:00,200,https://www.city.goto.nagasaki.jp/li/kurashi/,くらしの情報,ja,,custom,true,true,true,5cat_image,true,keyword(まるごとうサーチ),true,false,false,,false,false,true,false,,true,true,,true,true,font_size+色合い+音声読み上げ,false,false,false,,,,,くらしカテゴリ,,
S0291,長崎県,五島市,municipality,D,article,https://www.city.goto.nagasaki.jp/shisei/koho/,2026-02-16T23:30:00+09:00,200,https://www.city.goto.nagasaki.jp/shisei/koho/,広報ごとう,ja,,custom,true,true,true,5cat_image,true,keyword(まるごとうサーチ),true,false,false,,true,true,false,false,,true,true,,true,true,font_size+色合い+音声読み上げ,true,false,false,,,,,広報; RSS,,
S0292,長崎県,小値賀町,municipality,D,top,https://www.town.ojika.lg.jp/,2026-02-16T23:30:00+09:00,200,https://www.town.ojika.lg.jp/,小値賀町,ja,SMART CMS,SMART CMS,true,true,true,4cat_horizontal,true,keyword+pageID,false,false,true,防災行政無線,false,false,true,true,carousel(8slides再生停止),false,false,,false,false,,false,false,false,,,,,GTM(GTM-KVB9C5XB); 日本語のみ; 離島,,
S0292,長崎県,小値賀町,municipality,D,contact,https://www.town.ojika.lg.jp/soshiki/soumu/1/8/128.html,2026-02-16T23:30:00+09:00,200,https://www.town.ojika.lg.jp/soshiki/soumu/1/8/128.html,お問い合わせ,ja,SMART CMS,SMART CMS,true,true,true,4cat_horizontal,true,keyword+pageID,true,false,false,,false,false,false,false,,false,false,,false,false,,false,false,false,,,,,お問い合わせフォーム,,
S0292,長崎県,小値賀町,municipality,D,service,https://www.town.ojika.lg.jp/soshiki/hukushijumusho/1/3/225.html,2026-02-16T23:30:00+09:00,200,https://www.town.ojika.lg.jp/soshiki/hukushijumusho/1/3/225.html,子ども・子育て支援事業計画,ja,SMART CMS,SMART CMS,true,true,true,4cat_horizontal,true,keyword+pageID,true,true,false,,false,false,false,false,,false,false,,false,false,,true,false,true,PDF,,,,子育て支援計画(専用児童手当ページなし); 離島,,
S0292,長崎県,小値賀町,municipality,D,hub,https://www.town.ojika.lg.jp/kurashi_tetsuzuki/,2026-02-16T23:30:00+09:00,200,https://www.town.ojika.lg.jp/kurashi_tetsuzuki/,くらし・手続き,ja,SMART CMS,SMART CMS,true,true,true,4cat_horizontal,true,keyword+pageID,true,false,false,,false,false,true,false,,false,false,,false,false,,false,false,false,,,,,くらしカテゴリ,,
S0292,長崎県,小値賀町,municipality,D,article,https://www.town.ojika.lg.jp/news_list.html,2026-02-16T23:30:00+09:00,200,https://www.town.ojika.lg.jp/news_list.html,新着情報一覧,ja,SMART CMS,SMART CMS,true,true,true,4cat_horizontal,true,keyword+pageID,true,false,false,,true,true,false,false,,false,false,,false,false,,true,false,false,,,,,新着情報一覧,,
S0293,熊本県,南小国町,municipality,D,top,https://www.town.minamioguni.lg.jp/,2026-02-16T23:30:00+09:00,200,https://www.town.minamioguni.lg.jp/,熊本県阿蘇郡南小国町,ja,,custom,true,true,true,6cat_horizontal,false,,false,false,true,重要なお知らせ+防災マップ,true,false,true,true,bxSlider,true,false,,false,true,font_size(小中大),false,false,false,,,,,GTM(GTM-NLRH5S6); SNS=LINE; 多言語(5); FullCalendar; PHP,,
S0293,熊本県,南小国町,municipality,D,contact,https://www.town.minamioguni.lg.jp/gyousei/gyousei/ka-shoukai.html,2026-02-16T23:30:00+09:00,200,https://www.town.minamioguni.lg.jp/gyousei/gyousei/ka-shoukai.html,課等の紹介,ja,,custom,true,true,true,6cat_horizontal,false,,true,false,false,,false,false,false,false,,true,false,,false,true,font_size(小中大),false,false,false,,,,,課等紹介,,
S0293,熊本県,南小国町,municipality,D,service,https://www.town.minamioguni.lg.jp/kosodate/josei/tokubetsu-jidou-fuyou-teate.html,2026-02-16T23:30:00+09:00,200,https://www.town.minamioguni.lg.jp/kosodate/josei/tokubetsu-jidou-fuyou-teate.html,特別児童扶養手当,ja,,custom,true,true,true,6cat_horizontal,false,,true,true,false,,false,false,false,false,,true,false,,false,true,font_size(小中大),true,false,false,,,,,特別児童扶養手当(専用児童手当ページなし),,
S0293,熊本県,南小国町,municipality,D,hub,https://www.town.minamioguni.lg.jp/living/,2026-02-16T23:30:00+09:00,200,https://www.town.minamioguni.lg.jp/living/,くらしの情報,ja,,custom,true,true,true,6cat_horizontal,false,,true,false,false,,false,false,true,false,,true,false,,false,true,font_size(小中大),false,false,false,,,,,くらしカテゴリ,,
S0293,熊本県,南小国町,municipality,D,article,https://www.town.minamioguni.lg.jp/gyousei/koho/,2026-02-16T23:30:00+09:00,200,https://www.town.minamioguni.lg.jp/gyousei/koho/,広報みなみおぐに,ja,,custom,true,true,true,6cat_horizontal,false,,true,false,false,,true,true,false,false,,true,false,,false,true,font_size(小中大),true,false,false,,,,,広報,,
S0294,熊本県,水上村,municipality,D,top,https://www.vill.mizukami.lg.jp/,2026-02-16T23:30:00+09:00,200,https://www.vill.mizukami.lg.jp/,熊本県水上村公式サイト,ja,,custom,false,true,true,5cat_horizontal,true,keyword(AJAX),false,false,true,防災サイト,false,false,true,true,bxSlider(4slides),true,false,,false,false,,false,false,false,,,,,GA(G-TFP7L5VPKK); SNS=LINE+FB+IG; 多言語(英簡繁韓); ASHX; GoogleMapsAPI,,
S0294,熊本県,水上村,municipality,D,contact,https://www.vill.mizukami.lg.jp/q/aview/30/87.html,2026-02-16T23:30:00+09:00,200,https://www.vill.mizukami.lg.jp/q/aview/30/87.html,村内電話帳,ja,,custom,false,true,true,5cat_horizontal,true,keyword(AJAX),true,false,false,,false,false,false,false,,true,false,,false,false,,false,false,false,,,,,村内電話帳,,
S0294,熊本県,水上村,municipality,D,service,https://www.vill.mizukami.lg.jp/q/list/1105.html,2026-02-16T23:30:00+09:00,200,https://www.vill.mizukami.lg.jp/q/list/1105.html,こどもと教育,ja,,custom,false,true,true,5cat_horizontal,true,keyword(AJAX),true,true,false,,false,false,false,false,,true,false,,false,false,,false,false,false,,,,,こどもと教育カテゴリ(専用児童手当ページなし),,
S0294,熊本県,水上村,municipality,D,hub,https://www.vill.mizukami.lg.jp/q/list/1105.html,2026-02-16T23:30:00+09:00,200,https://www.vill.mizukami.lg.jp/q/list/1105.html,こどもと教育,ja,,custom,false,true,true,5cat_horizontal,true,keyword(AJAX),true,false,false,,false,false,true,false,,true,false,,false,false,,false,false,false,,,,,hub=serviceと同一,,
S0294,熊本県,水上村,municipality,D,article,https://www.vill.mizukami.lg.jp/,2026-02-16T23:30:00+09:00,200,https://www.vill.mizukami.lg.jp/,熊本県水上村公式サイト,ja,,custom,false,true,true,5cat_horizontal,true,keyword(AJAX),false,false,true,防災サイト,false,false,true,true,bxSlider(4slides),true,false,,false,false,,false,false,false,,,,,article=top(専用広報ページなし),,
S0295,大分県,姫島村,municipality,D,top,https://www.himeshima.jp/,2026-02-16T23:30:00+09:00,200,https://www.himeshima.jp/,姫島村ホームページ,ja,WordPress,WordPress,false,true,true,6cat_horizontal,false,,false,false,true,フェリー運航状況(平常),true,false,true,true,slick(center-mode+video),true,true,/accessibility/,false,true,font_size(小中大),false,false,false,,,,,GTM(GTM-P2GWVJ6); GTranslate(英日); VK_All_in_One; 離島,,
S0295,大分県,姫島村,municipality,D,contact,https://www.himeshima.jp/kurashi/yakuba/,2026-02-16T23:30:00+09:00,200,https://www.himeshima.jp/kurashi/yakuba/,姫島村役場,ja,WordPress,WordPress,false,true,true,6cat_horizontal,false,,true,false,false,,false,false,false,false,,true,true,/accessibility/,false,true,font_size(小中大),false,false,false,,,,,村役場連絡先,,
S0295,大分県,姫島村,municipality,D,service,https://www.himeshima.jp/kurashi/yakuba/,2026-02-16T23:30:00+09:00,200,https://www.himeshima.jp/kurashi/yakuba/,姫島村役場,ja,WordPress,WordPress,false,true,true,6cat_horizontal,false,,true,true,false,,false,false,false,false,,true,true,/accessibility/,false,true,font_size(小中大),false,false,false,,,,,service=contact(専用児童手当ページなし); 離島,,
S0295,大分県,姫島村,municipality,D,hub,https://www.himeshima.jp/kurashi/,2026-02-16T23:30:00+09:00,200,https://www.himeshima.jp/kurashi/,くらしの情報,ja,WordPress,WordPress,false,true,true,6cat_horizontal,false,,true,false,false,,false,false,true,false,,true,true,/accessibility/,false,true,font_size(小中大),false,false,false,,,,,くらしカテゴリ,,
S0295,大分県,姫島村,municipality,D,article,https://www.himeshima.jp/,2026-02-16T23:30:00+09:00,200,https://www.himeshima.jp/,姫島村ホームページ,ja,WordPress,WordPress,false,true,true,6cat_horizontal,false,,false,false,true,フェリー運航状況(平常),true,false,true,true,slick(center-mode+video),true,true,/accessibility/,false,true,font_size(小中大),false,false,false,,,,,article=top(専用広報ページなし),,
