sample_id,prefecture,municipality_name,layer,population_category,page_type,url,fetch_timestamp,http_status,final_url,page_title,lang_attribute,cms_fingerprint,tech_vendor,has_skip_link,has_hamburger_menu,has_global_nav,global_nav_variant,has_search,search_variant,has_breadcrumb,has_local_nav,has_emergency_notice,emergency_variant,has_news_list,has_pager,has_card_layout,has_hero_carousel,hero_carousel_variant,has_footer_sitemap,has_accessibility_link,accessibility_url,has_color_inversion,has_custom_font_size,custom_font_size_variant,has_article_meta,has_toc,has_attachment_list,attachment_variant,hosting_clue,known_rewrite,contrast_risk_hint,notes,screenshot_path,screenshot_hash
S0196,大阪府,東大阪市,municipality,B,top,https://www.city.higashiosaka.lg.jp/,2026-02-16T10:30:00+09:00,200,https://www.city.higashiosaka.lg.jp/,東大阪市,ja,,custom,true,true,true,6cat,true,keyword,false,false,true,防災ポータルサイト,true,false,true,true,carousel,false,true,,false,true,ReadSpeaker(tsutaeru),false,false,false,,,,,GTM(GTM-M62VVTR); UA-74695009-1; ReadSpeaker(tsutaeru); やさしい日本語,,
S0196,大阪府,東大阪市,municipality,B,contact,https://www.city.higashiosaka.lg.jp/soshiki/,2026-02-16T10:30:00+09:00,200,https://www.city.higashiosaka.lg.jp/soshiki/,組織から探す,ja,,custom,true,true,true,6cat,true,keyword,true,true,false,,false,false,false,false,,false,true,,false,true,ReadSpeaker(tsutaeru),false,false,false,,,,,部署一覧,,
S0196,大阪府,東大阪市,municipality,B,service,https://www.city.higashiosaka.lg.jp/kosodate/0000010174.html,2026-02-16T10:30:00+09:00,200,https://www.city.higashiosaka.lg.jp/kosodate/0000010174.html,児童手当制度,ja,,custom,true,true,true,6cat,true,keyword,true,true,false,,false,false,false,false,,false,true,,false,true,ReadSpeaker(tsutaeru),true,false,true,PDF,,,,児童手当,,
S0196,大阪府,東大阪市,municipality,B,hub,https://www.city.higashiosaka.lg.jp/kurashi/,2026-02-16T10:30:00+09:00,200,https://www.city.higashiosaka.lg.jp/kurashi/,くらし,ja,,custom,true,true,true,6cat,true,keyword,true,false,false,,false,false,true,false,,false,true,,false,true,ReadSpeaker(tsutaeru),false,false,false,,,,,カテゴリ一覧,,
S0196,大阪府,東大阪市,municipality,B,article,https://www.city.higashiosaka.lg.jp/shisei/koho/,2026-02-16T10:30:00+09:00,200,https://www.city.higashiosaka.lg.jp/shisei/koho/,広報ひがしおおさか,ja,,custom,true,true,true,6cat,true,keyword,true,false,false,,true,false,false,false,,false,true,,false,true,ReadSpeaker(tsutaeru),true,false,true,PDF,,,,広報,,
S0197,大阪府,豊中市,municipality,B,top,https://www.city.toyonaka.osaka.jp/,2026-02-16T10:30:00+09:00,200,https://www.city.toyonaka.osaka.jp/,豊中市,ja,,custom,true,true,true,8cat,true,keyword+ページ番号,false,false,true,緊急・災害,true,false,true,true,carousel,true,true,,false,true,音声読み上げ/文字拡大,false,false,false,,,,,SNS=LINE+X+FB+YT+IG+note,,
S0197,大阪府,豊中市,municipality,B,contact,https://www.city.toyonaka.osaka.jp/soshiki/,2026-02-16T10:30:00+09:00,200,https://www.city.toyonaka.osaka.jp/soshiki/,組織一覧,ja,,custom,true,true,true,8cat,true,keyword+ページ番号,true,true,false,,false,false,false,false,,true,true,,false,true,音声読み上げ/文字拡大,false,false,false,,,,,部署一覧,,
S0197,大阪府,豊中市,municipality,B,service,https://www.city.toyonaka.osaka.jp/kosodate/teate_josei/kosodate/kodomoteate2013.html,2026-02-16T10:30:00+09:00,200,https://www.city.toyonaka.osaka.jp/kosodate/teate_josei/kosodate/kodomoteate2013.html,児童手当,ja,,custom,true,true,true,8cat,true,keyword+ページ番号,true,true,false,,false,false,false,false,,true,true,,false,true,音声読み上げ/文字拡大,true,false,true,PDF,,,,児童手当,,
S0197,大阪府,豊中市,municipality,B,hub,https://www.city.toyonaka.osaka.jp/kurashi/,2026-02-16T10:30:00+09:00,200,https://www.city.toyonaka.osaka.jp/kurashi/,くらし・手続き,ja,,custom,true,true,true,8cat,true,keyword+ページ番号,true,false,false,,false,false,true,false,,true,true,,false,true,音声読み上げ/文字拡大,false,false,false,,,,,カテゴリ一覧,,
S0197,大阪府,豊中市,municipality,B,article,https://www.city.toyonaka.osaka.jp/shisei/koho/,2026-02-16T10:30:00+09:00,200,https://www.city.toyonaka.osaka.jp/shisei/koho/,広報とよなか,ja,,custom,true,true,true,8cat,true,keyword+ページ番号,true,false,false,,true,false,false,false,,true,true,,false,true,音声読み上げ/文字拡大,true,false,true,PDF,,,,広報,,
