sample_id,prefecture,municipality_name,layer,population_category,page_type,page_url,captured_at,http_status,final_url,page_title,lang_attr,cms_fingerprint,theme_vendor_hint,has_skip_link,has_header_brand,has_global_nav,global_nav_variant,has_search,search_variant,has_breadcrumb,has_local_nav,has_emergency_notice,emergency_variant,has_news_list,has_pickup,has_carousel,has_hub_cards,hub_cards_variant,has_footer_policies,has_accessibility_link,accessibility_url,has_contact_info,has_contact_form,contact_form_variant,has_article_meta,has_toc,has_attachments,attachments_variant,heading_outline_score,keyboard_nav_risk,contrast_risk_hint,notes,evidence_dom_snippets_path,screenshot_path
S0022,静岡県,静岡県,prefecture,unknown,top,https://www.pref.shizuoka.jp/,2026-02-16T00:30:00+09:00,200,https://www.pref.shizuoka.jp/,静岡県公式ホームページ,ja,kanaboweb,kanaboweb_szok,true,true,true,horizontal_6cat,true,custom_pageid,false,false,true,typhoon,true,true,true,true,icon_card,true,true,https://www.pref.shizuoka.jp/about/accesibility/1007779.html,false,false,,false,false,false,,good,low,low,[nav] 6cat(くらし環境+健康福祉+子ども教育+観光スポーツ+産業しごと+まちづくり); [search] custom+PageID(7桁); [emergency] 令和7年台風第15号; [a11y] 閲覧補助+accessibility方針; [hub] 9目的別icon+6テーマ+6組織; [carousel] 3items stop/play; [cms] KanaboWeb(host_id:pref.szok); GA4,,
S0022,静岡県,静岡県,prefecture,unknown,contact,https://www.pref.shizuoka.jp/kensei/introduction/soshiki/1007470.html,2026-02-16T00:30:00+09:00,200,https://www.pref.shizuoka.jp/kensei/introduction/soshiki/1007470.html,各課（室）への連絡先一覧,ja,kanaboweb,kanaboweb_szok,true,true,true,horizontal_6cat,true,custom_pageid,true,false,false,,false,false,false,false,,true,true,https://www.pref.shizuoka.jp/about/accesibility/1007779.html,true,false,,false,false,false,,good,low,low,[contact] 各課連絡先一覧; 部局別ディレクトリ; tel=054-221-2244(広報広聴課),,
S0022,静岡県,静岡県,prefecture,unknown,service,https://www.pref.shizuoka.jp/kodomokyoiku/kodomokosodate/kosodateservice/1040723/index.html,2026-02-16T00:30:00+09:00,200,https://www.pref.shizuoka.jp/kodomokyoiku/kodomokosodate/kosodateservice/1040723/index.html,児童手当制度,ja,kanaboweb,kanaboweb_szok,true,true,true,horizontal_6cat,true,custom_pageid,true,false,false,,false,false,false,false,,true,true,https://www.pref.shizuoka.jp/about/accesibility/1007779.html,true,false,,true,false,true,pdf,good,low,medium,[service] 児童手当制度; R6.10制度改正対応; PDF説明資料あり,,
S0022,静岡県,静岡県,prefecture,unknown,hub,https://www.pref.shizuoka.jp/kurashikankyo/index.html,2026-02-16T00:30:00+09:00,200,https://www.pref.shizuoka.jp/kurashikankyo/index.html,くらし・環境,ja,kanaboweb,kanaboweb_szok,true,true,true,horizontal_6cat,true,custom_pageid,false,true,false,,true,false,false,true,card_grid,true,true,https://www.pref.shizuoka.jp/about/accesibility/1007779.html,false,false,,false,false,false,,good,low,low,[hub] くらし・環境; UD+自然保全+循環型社会+移住定住+パスポート+消費生活+食; カテゴリカード型,,
S0022,静岡県,静岡県,prefecture,unknown,article,https://www.pref.shizuoka.jp/kensei/pr/johoshi/kenmin/index.html,2026-02-16T00:30:00+09:00,200,https://www.pref.shizuoka.jp/kensei/pr/johoshi/kenmin/index.html,県民だより,ja,kanaboweb,kanaboweb_szok,true,true,true,horizontal_6cat,true,custom_pageid,true,false,false,,false,false,false,false,,true,true,https://www.pref.shizuoka.jp/about/accesibility/1007779.html,true,false,,true,false,true,pdf,good,low,medium,[article] 県民だより; 月刊新聞折込; PDF+音声+点字版; マイ広報紙+マチイロ対応,,
S0023,愛知県,愛知県,prefecture,unknown,top,https://www.pref.aichi.jp/,2026-02-16T00:30:00+09:00,200,https://www.pref.aichi.jp/,愛知県公式Webサイト,ja,proprietary,aichi_slick,true,true,true,mixed_6cat,true,google_cse,false,false,false,,true,true,true,true,banner_card,true,false,,false,false,,false,false,false,,good,low,low,[nav] 6cat(防災+観光+事業者+目的+組織+分類); [search] Google CSE+詳細検索; [a11y] text size+bg color(white/black/blue)+screen reader+adaptive-techs.com; [hub] 12+バナーカード(知事+観光+経済+スポーツ等); [carousel] Slick; [sns] Twitter(防災)+LINE+YouTube; [lang] 7言語(EN/CN/KR/ES/PT/VI),,
S0023,愛知県,愛知県,prefecture,unknown,contact,https://www.pref.aichi.jp/site/soshiki/,2026-02-16T00:30:00+09:00,200,https://www.pref.aichi.jp/site/soshiki/,県庁の組織(各所属のページ),ja,proprietary,aichi_slick,true,true,true,mixed_6cat,true,google_cse,true,false,false,,false,false,false,false,,true,false,,true,false,,false,false,false,,good,low,low,[contact] 県庁の組織; 本庁+地方機関; 部局別ディレクトリ,,
S0023,愛知県,愛知県,prefecture,unknown,service,https://www.pref.aichi.jp/soshiki/kosodate/jidouteate.html,2026-02-16T00:30:00+09:00,200,https://www.pref.aichi.jp/soshiki/kosodate/jidouteate.html,児童手当 - 愛知県,ja,proprietary,aichi_slick,true,true,true,mixed_6cat,true,google_cse,true,false,false,,false,false,false,false,,true,false,,true,false,,true,false,false,,good,low,medium,[service] 児童手当; R6.10制度改正(所得制限撤廃+高校生拡充+第3子3万円); 子育て支援課所管,,
S0023,愛知県,愛知県,prefecture,unknown,hub,https://www.pref.aichi.jp/life/1/,2026-02-16T00:30:00+09:00,200,https://www.pref.aichi.jp/life/1/,くらし・安全 - 愛知県,ja,proprietary,aichi_slick,true,true,true,mixed_6cat,true,google_cse,false,true,false,,true,false,false,true,category_list,true,false,,false,false,,false,false,false,,good,low,low,[hub] くらし・安全; 分類からさがす型; カテゴリリスト,,
S0023,愛知県,愛知県,prefecture,unknown,article,https://www.pref.aichi.jp/soshiki/koho/kohoaichi.html,2026-02-16T00:30:00+09:00,200,https://www.pref.aichi.jp/soshiki/koho/kohoaichi.html,愛知県広報紙「広報あいち」について,ja,proprietary,aichi_slick,true,true,true,mixed_6cat,true,google_cse,true,false,false,,false,false,false,false,,true,false,,true,false,,true,false,true,pdf,good,low,medium,[article] 広報あいち; 毎月第1日曜新聞掲載; マチイロ+マイ広報紙対応; Web版+テキスト版あり; 広報広聴課,,
S0148,新潟県,新潟市,municipality,A,top,https://www.city.niigata.lg.jp/,2026-02-16T00:30:00+09:00,200,https://www.city.niigata.lg.jp/,新潟市,ja,proprietary,niigata_city_custom,true,true,true,horizontal_6cat,true,site_search,false,false,true,emergency_medical,true,true,true,true,life_event_card,true,false,,false,false,,false,false,false,,good,low,low,[nav] 6cat(くらし手続き+子育て教育+健康医療福祉+観光文化スポーツ+産業経済+市政情報); [search] サイト内検索; [emergency] 防災緊急情報+夜間休日急病; [a11y] 音声読み上げ・文字拡大(ZoomSight); [hub] 8ライフイベントカード(出産+結婚+住まい+引越し+ごみ+証明税金+悩み相談+助成手当); [carousel] image slider; [sns] LINE; [lang] Language selector,,
S0148,新潟県,新潟市,municipality,A,contact,https://www.city.niigata.lg.jp/shisei/soshiki/soshikiinfo/index.html,2026-02-16T00:30:00+09:00,200,https://www.city.niigata.lg.jp/shisei/soshiki/soshikiinfo/index.html,組織案内 新潟市,ja,proprietary,niigata_city_custom,true,true,true,horizontal_6cat,true,site_search,true,false,false,,false,false,false,false,,true,false,,true,true,web_form,false,false,false,,good,low,low,[contact] 組織案内; コールセンター025-243-4894(8-21時年中無休); Webフォーム; 8区役所,,
S0148,新潟県,新潟市,municipality,A,service,https://www.city.niigata.lg.jp/kosodate/ninshin/shien/teate/jidoteate/index.html,2026-02-16T00:30:00+09:00,200,https://www.city.niigata.lg.jp/kosodate/ninshin/shien/teate/jidoteate/index.html,児童手当 新潟市,ja,proprietary,niigata_city_custom,true,true,true,horizontal_6cat,true,site_search,true,false,false,,false,false,false,false,,true,false,,true,false,,true,false,false,,good,low,medium,[service] 児童手当; R6.10制度改正; 区役所健康福祉課窓口; マイナンバー確認必要; 市報にいがたプラス連携,,
S0148,新潟県,新潟市,municipality,A,hub,https://www.city.niigata.lg.jp/kurashi/index.html,2026-02-16T00:30:00+09:00,200,https://www.city.niigata.lg.jp/kurashi/index.html,くらし・手続き 新潟市,ja,proprietary,niigata_city_custom,true,true,true,horizontal_6cat,true,site_search,false,true,false,,true,false,false,true,card_grid,true,false,,false,false,,false,false,false,,good,low,low,[hub] くらし・手続き; カテゴリカード型; 新着情報セクション,,
S0148,新潟県,新潟市,municipality,A,article,https://www.city.niigata.lg.jp/shisei/koho/kohoshi/shiho/index.html,2026-02-16T00:30:00+09:00,200,https://www.city.niigata.lg.jp/shisei/koho/kohoshi/shiho/index.html,市報にいがた 新潟市,ja,proprietary,niigata_city_custom,true,true,true,horizontal_6cat,true,site_search,true,false,false,,false,false,false,false,,true,false,,true,false,,true,false,true,pdf,good,low,medium,[article] 市報にいがた; No.2856(2026.2.1); 新聞折込配布; LINE+マイ広報紙+市報にいがたプラス(Webアプリ)対応; TV紹介あり,,
