sample_id,prefecture,municipality_name,layer,population_category,page_type,page_url,captured_at,http_status,final_url,page_title,lang_attr,cms_fingerprint,theme_vendor_hint,has_skip_link,has_header_brand,has_global_nav,global_nav_variant,has_search,search_variant,has_breadcrumb,has_local_nav,has_emergency_notice,emergency_variant,has_news_list,has_pickup,has_carousel,has_hub_cards,hub_cards_variant,has_footer_policies,has_accessibility_link,accessibility_url,has_contact_info,has_contact_form,contact_form_variant,has_article_meta,has_toc,has_attachments,attachments_variant,heading_outline_score,keyboard_nav_risk,contrast_risk_hint,notes,evidence_dom_snippets_path,screenshot_path
S0090,福島県,三島町,municipality,D,top,https://www.town.mishima.fukushima.jp/,2026-02-15T22:00:00+09:00,200,https://www.town.mishima.fukushima.jp/,三島町ホームページ トップページ,ja,custom;Google_CSE;Slick_carousel,custom_municipal,false,true,true,horizontal,true,google_cse,false,false,false,,true,false,true,false,,true,false,,true,false,,false,false,false,,fair,medium,low,[nav] 6 categories(くらしの情報+健康・福祉+子育て・教育+町政情報+しごと・産業+観光情報); [search] Google CSE with keyword suggestions; [carousel] Slick; [sns] Facebook(三島町地域おこし協力隊+観光協会)+Twitter(@karancoron23); [lang] foreign language page; [footer] 個人情報+免責+RSS+サイトマップ; [contact] 0241-48-5511; 過疎地域,,
S0090,福島県,三島町,municipality,D,contact,https://www.town.mishima.fukushima.jp/soshiki/choumin/,2026-02-15T22:00:00+09:00,200,https://www.town.mishima.fukushima.jp/soshiki/choumin/,町民課 - 三島町ホームページ,ja,custom;Google_CSE;Slick_carousel,custom_municipal,false,true,true,horizontal,true,google_cse,true,true,false,,false,false,false,false,,true,false,,true,true,email_form,false,false,false,,fair,medium,low,[bread] 組織でさがす>三島町役場>町民課; [contact] 町民係:0241-48-5555 保健福祉係:0241-48-5565 地域包括:0241-48-5045; [local_nav] 新着情報+町民係+保健福祉係+地域包括; [form] email inquiry link; department overview as contact,,
S0090,福島県,三島町,municipality,D,hub,https://www.town.mishima.fukushima.jp/life/,2026-02-15T22:00:00+09:00,200,https://www.town.mishima.fukushima.jp/life/,分類でさがす - 三島町ホームページ,ja,custom;Google_CSE;Slick_carousel,custom_municipal,false,true,true,horizontal,true,google_cse,true,true,false,,false,false,false,false,,true,false,,true,false,,false,false,false,,fair,medium,low,[bread] トップページ>分類でさがす; [layout] 5 main categories with 28 subcategories; [categories] くらしの情報(8)+健康・福祉(2)+子育て・教育(3)+町政情報(12)+しごと・産業(3); hierarchical text list; no card grid,,
S0090,福島県,三島町,municipality,D,article,https://www.town.mishima.fukushima.jp/site/koho/7101.html,2026-02-15T22:00:00+09:00,200,https://www.town.mishima.fukushima.jp/site/koho/7101.html,広報みしま 令和7年度2月号について - 三島町ホームページ,ja,custom;Google_CSE;Slick_carousel,custom_municipal,false,true,true,horizontal,true,google_cse,true,true,false,,false,false,false,false,,true,false,,true,false,,true,false,true,pdf,good,low,low,[bread] 広報みしま; [article] No.396 令和7年度2月号 2026-02-06更新; [attachments] PDF 17.47MB; [sns] Twitter+Facebook+LINE sharing; [meta] 地域政策課 0241-48-5533; [back_issues] 令和7-3年度 + おしらせ版; Adobe Reader案内あり,,
S0091,福島県,金山町,municipality,D,top,https://www.town.kaneyama.fukushima.jp/,2026-02-15T22:00:00+09:00,200,https://www.town.kaneyama.fukushima.jp/,福島県金山町公式ホームページ 自然の恵みと笑顔あふれる かねやま,ja,custom;GA(GA4+UA),custom_municipal,false,true,true,horizontal_simple,false,,false,false,false,,true,false,true,false,,true,false,,true,false,,false,false,false,,fair,medium,low,[nav] 4 items(くらしの情報+観光情報+移住定住+公営住宅情報); [carousel] banner with prev/stop/play/next; [lang] en+zh-cn+zh-tw+ko via external translation; [GA] GA4+UA dual tracking; [footer] 〒968-0011 0241-54-5111; minimal navigation; 過疎地域,,
S0091,福島県,金山町,municipality,D,contact,https://www.town.kaneyama.fukushima.jp/,2026-02-15T22:00:00+09:00,200,https://www.town.kaneyama.fukushima.jp/,福島県金山町公式ホームページ 自然の恵みと笑顔あふれる かねやま,ja,custom;GA(GA4+UA),custom_municipal,false,true,true,horizontal_simple,false,,false,false,false,,true,false,true,false,,true,false,,true,false,,false,false,false,,fair,medium,low,[contact] footer only: 〒968-0011 福島県大沼郡金山町大字川口字谷地393 TEL:0241-54-5111 FAX:0241-54-2117; no dedicated contact page; top page used as contact reference; D-category small municipality,,
S0091,福島県,金山町,municipality,D,hub,https://www.town.kaneyama.fukushima.jp/life/1/,2026-02-15T22:00:00+09:00,200,https://www.town.kaneyama.fukushima.jp/life/1/,くらし・手続き - 福島県金山町公式ホームページ,ja,custom;GA(GA4+UA),custom_municipal,false,true,true,horizontal_simple,false,,true,true,false,,false,false,false,false,,true,false,,true,false,,false,false,false,,fair,medium,low,[bread] トップページ>分類でさがす>くらし・手続き; [layout] 7 main categories 48 subcategories; [categories] 目的で探す(10)+戸籍(3)+証明(3)+年金税金(9)+住まい(6)+防災(2)+ゴミ(5); [life_events] 10 events(妊娠+就職+子育て+引越+結婚+高齢+死亡+税+住民+ゴミ); hierarchical text list,,
S0091,福島県,金山町,municipality,D,article,https://www.town.kaneyama.fukushima.jp/soshiki/list1-1.html,2026-02-15T22:00:00+09:00,200,https://www.town.kaneyama.fukushima.jp/soshiki/list1-1.html,新着更新情報 - 福島県金山町公式ホームページ,ja,custom;GA(GA4+UA),custom_municipal,false,true,true,horizontal_simple,false,,true,false,false,,true,false,false,false,,true,false,,true,false,,false,false,false,,fair,medium,low,[bread] トップページ>新着更新情報; [news] chronological list with pagination; latest: 2026-02-12 広報かねやま令和8年2月号; 2026-02-10 ごみ収集業務委託入札; 2026-01-27 福祉手当2件; news aggregation page used as article,,
S0092,福島県,飯舘村,municipality,D,top,https://www.vill.iitate.fukushima.jp/,2026-02-15T22:00:00+09:00,200,https://www.vill.iitate.fukushima.jp/,飯舘村ホームページ トップページ,ja,custom;Google_CSE,custom_municipal,false,true,true,horizontal,true,google_cse,false,false,false,,true,false,true,true,icon_grid,true,true,/site/hajimete/accessibility.html,true,false,,false,false,false,,fair,low,low,[nav] 6 categories(くらし・環境+健康・福祉+子育て・教育+観光・文化+しごと・産業+村政・まちづくり); [search] Google CSE; [carousel] banner; [hub_cards] icon-based life event grid; [sns] LINE+Instagram+Facebook+YouTube; [a11y] footer アクセシビリティ link; [footer] 災害用メール配信サービス+privacy+site guide; 原発事故避難地域; sp-common2022.css responsive,,
S0092,福島県,飯舘村,municipality,D,contact,https://www.vill.iitate.fukushima.jp/soshiki/1/47.html,2026-02-15T22:00:00+09:00,200,https://www.vill.iitate.fukushima.jp/soshiki/1/47.html,村主要機関一覧 - 飯舘村ホームページ,ja,custom;Google_CSE,custom_municipal,false,true,true,horizontal,true,google_cse,true,true,false,,false,false,false,false,,true,true,/site/hajimete/accessibility.html,true,false,,false,false,false,,good,low,low,[bread] 組織でさがす>飯舘村役場>総務課>村主要機関一覧; [contact] ~30 institutions with phone numbers; [layout] tabular directory; main office: 〒960-1892 飯舘村伊丹沢 TEL:0244-42-1611; departments+schools+welfare+commercial,,
