sample_id,prefecture,municipality_name,layer,population_category,page_type,page_url,captured_at,http_status,final_url,page_title,lang_attr,cms_fingerprint,theme_vendor_hint,has_skip_link,has_header_brand,has_global_nav,global_nav_variant,has_search,search_variant,has_breadcrumb,has_local_nav,has_emergency_notice,emergency_variant,has_news_list,has_pickup,has_carousel,has_hub_cards,hub_cards_variant,has_footer_policies,has_accessibility_link,accessibility_url,has_contact_info,has_contact_form,contact_form_variant,has_article_meta,has_toc,has_attachments,attachments_variant,heading_outline_score,keyboard_nav_risk,contrast_risk_hint,notes,evidence_dom_snippets_path,screenshot_path
S0002,青森県,青森県,prefecture,unknown,top,https://www.pref.aomori.lg.jp/,2026-02-15T21:10:07+09:00,200,https://www.pref.aomori.lg.jp/,青森県庁ウェブサイト,ja,GTM-5FVF7TW;slick,,false,true,true,horizontal,true,header,false,false,true,banner,true,true,true,true,image,true,true,,true,false,,false,false,false,,good,low,low,[emergency] 豪雪対策本部+地震対策本部; [news_list] 新着情報2026-02-15; [pickup] 注目情報; [carousel] .slick 5items; [hub_cards] もっと知りたい青森県 8cards; [footer] 個人情報/著作権/アクセシビリティ,,
S0002,青森県,青森県,prefecture,unknown,contact,https://www.pref.aomori.lg.jp/contents/contact.html,2026-02-15T21:10:07+09:00,200,https://www.pref.aomori.lg.jp/contents/contact.html,お問い合わせ,ja,GTM-5FVF7TW;slick,,false,true,true,horizontal,false,,true,false,false,,false,false,false,false,,true,true,,true,false,,true,false,false,,good,low,low,[breadcrumb] ホーム>このサイトについて>お問い合わせ; [contact_info] 017-722-1111; [article_meta] 更新日2020-10-31,,
S0002,青森県,青森県,prefecture,unknown,service,https://www.pref.aomori.lg.jp/soshiki/kodomo/kodomo/test.html,2026-02-15T21:10:07+09:00,200,https://www.pref.aomori.lg.jp/soshiki/kodomo/kodomo/test.html,児童手当について（令和６年10月１日から）,ja,GTM-5FVF7TW;slick,,false,true,true,horizontal,false,,true,true,false,,false,false,false,false,,true,true,,true,false,,true,false,false,,good,low,low,[breadcrumb] ホーム>組織>こどもみらい課>児童手当; [local_nav] 関連分野くらし/こども; [article_meta] 更新日2024-12-10; [contact_info] こどもみらい課,,
S0002,青森県,青森県,prefecture,unknown,hub,https://www.pref.aomori.lg.jp/life/,2026-02-15T21:10:07+09:00,200,https://www.pref.aomori.lg.jp/life/,くらし・防災・環境,ja,GTM-5FVF7TW;slick,,false,true,true,horizontal,false,,true,false,false,,true,false,false,true,text,true,true,,true,false,,false,false,false,,good,low,low,[breadcrumb] ホーム>くらし・防災・環境; [hub_cards] 12topic cards(防災/県税/環境等); [news_list] 2026-02-06~02-13,,
S0002,青森県,青森県,prefecture,unknown,article,https://www.pref.aomori.lg.jp/koho/r8gousetutaisakuhonbu.html,2026-02-15T21:10:07+09:00,200,https://www.pref.aomori.lg.jp/koho/r8gousetutaisakuhonbu.html,令和8年青森県豪雪対策本部,ja,GTM-5FVF7TW;slick,,false,true,true,horizontal,false,,true,false,false,,false,false,false,false,,true,true,,true,false,,true,true,true,pdf,good,low,low,[breadcrumb] ホーム>広報>豪雪対策本部; [article_meta] 更新日2026-02-13; [toc] section anchors; [attachments] 11 PDF damage reports; [contact_info] 017-734-9180,,
S0003,岩手県,岩手県,prefecture,unknown,top,https://www.pref.iwate.jp/,2026-02-15T21:10:07+09:00,200,https://www.pref.iwate.jp/,岩手県公式ホームページ,ja,GA-1QKGX40YQK;jQuery,,true,true,true,mega,false,,false,false,true,banner,true,true,true,true,icon,true,true,https://www.pref.iwate.jp/about/accessibility/accessibility.html,true,false,,false,false,false,,good,low,low,[skip_link] #HONBUN; [emergency] クマ被害+林野火災+岩手山噴火警戒Lv2; [news_list] dated items; [pickup] 注目情報5items; [carousel] 6photos; [hub_cards] 6category grids,,
S0003,岩手県,岩手県,prefecture,unknown,contact,https://www.pref.iwate.jp/about/1016265.html,2026-02-15T21:10:07+09:00,200,https://www.pref.iwate.jp/about/1016265.html,お問い合わせについて,ja,GA-1QKGX40YQK;jQuery,,true,true,true,mega,true,header,true,true,false,,false,false,false,false,,true,true,https://www.pref.iwate.jp/about/accessibility/accessibility.html,true,true,simple,true,false,false,,fair,low,low,[skip_link] #HONBUN; [breadcrumb] トップ>サイトについて>お問い合わせ; [contact_form] 専用フォーム; [article_meta] 更新日H31.2.21; [local_nav] サイトについて関連,,
S0003,岩手県,岩手県,prefecture,unknown,service,https://www.pref.iwate.jp/kurashikankyou/kosodate/shoushika/1003476.html,2026-02-15T21:10:07+09:00,200,https://www.pref.iwate.jp/kurashikankyou/kosodate/shoushika/1003476.html,児童手当,ja,GA-1QKGX40YQK;jQuery,,true,true,true,mega,true,header,true,true,false,,false,false,false,false,,true,true,https://www.pref.iwate.jp/about/accessibility/accessibility.html,true,false,,true,false,true,pdf,good,low,low,[skip_link] #HONBUN; [breadcrumb] トップ>くらし>子育て>少子化対策>児童手当; [article_meta] 更新日R7.6.5; [attachments] 第3子カウントPDF 376KB,,
S0003,岩手県,岩手県,prefecture,unknown,hub,https://www.pref.iwate.jp/kurashikankyou/index.html,2026-02-15T21:10:07+09:00,200,https://www.pref.iwate.jp/kurashikankyou/index.html,くらし・環境,ja,GA-1QKGX40YQK;jQuery,,true,true,true,mega,false,,true,false,false,,false,false,false,true,text,true,true,https://www.pref.iwate.jp/about/accessibility/accessibility.html,false,false,,false,false,false,,good,low,low,[skip_link] #HONBUN; [breadcrumb] トップ>くらし・環境; [hub_cards] 13category sections with link lists,,
S0003,岩手県,岩手県,prefecture,unknown,article,https://www.pref.iwate.jp/governor/yotei/1082674/1094560.html,2026-02-15T21:10:07+09:00,200,https://www.pref.iwate.jp/governor/yotei/1082674/1094560.html,岩手県知事の動き 令和8年2月2日から2月8日,ja,GA-1QKGX40YQK;jQuery,,true,true,true,mega,true,header,true,true,false,,false,false,false,false,,true,true,https://www.pref.iwate.jp/about/accessibility/accessibility.html,true,false,,true,false,false,,good,low,low,[skip_link] #HONBUN; [breadcrumb] トップ>知事室>知事の動き; [article_meta] 更新日R8.2.12 page1094560; [local_nav] 知事活動アーカイブ,,
