sample_id,prefecture,municipality_name,layer,population_category,page_type,url,fetch_timestamp,http_status,final_url,page_title,lang_attribute,cms_fingerprint,tech_vendor,has_skip_link,has_hamburger_menu,has_global_nav,global_nav_variant,has_search,search_variant,has_breadcrumb,has_local_nav,has_emergency_notice,emergency_variant,has_news_list,has_pager,has_card_layout,has_hero_carousel,hero_carousel_variant,has_footer_sitemap,has_accessibility_link,accessibility_url,has_color_inversion,has_custom_font_size,custom_font_size_variant,has_article_meta,has_toc,has_attachment_list,attachment_variant,hosting_clue,known_rewrite,contrast_risk_hint,notes,screenshot_path,screenshot_hash
S0296,宮崎県,椎葉村,municipality,D,top,https://www.vill.shiiba.miyazaki.jp/,2026-02-17T00:00:00+09:00,200,https://www.vill.shiiba.miyazaki.jp/,椎葉村ホームページ,ja,,custom(PHP),false,true,true,4cat_horizontal,true,keyword,false,false,true,緊急情報(RSS),true,false,true,true,jQuery_Cycle(scrollLeft6s),true,false,,true,true,font_size(標準拡大)+背景色(白黒),false,false,false,,,,,GA(G-DM01QP3F4D)+UA(UA-46269361-1); 多言語(英繁簡韓); SNS=YT+note; 秘境,,
S0296,宮崎県,椎葉村,municipality,D,contact,https://www.vill.shiiba.miyazaki.jp/admin.php,2026-02-17T00:00:00+09:00,200,https://www.vill.shiiba.miyazaki.jp/admin.php,行政情報,ja,,custom(PHP),false,true,true,4cat_horizontal,true,keyword,true,false,false,,false,false,false,false,,true,false,,true,true,font_size(標準拡大)+背景色(白黒),false,false,false,,,,,行政情報・組織,,
S0296,宮崎県,椎葉村,municipality,D,service,https://www.vill.shiiba.miyazaki.jp/welfare/growth/supportprojects.php,2026-02-17T00:00:00+09:00,200,https://www.vill.shiiba.miyazaki.jp/welfare/growth/supportprojects.php,子育て支援事業,ja,,custom(PHP),false,true,true,4cat_horizontal,true,keyword,true,true,false,,false,false,false,false,,true,false,,true,true,font_size(標準拡大)+背景色(白黒),true,false,false,,,,,子育て支援(児童手当含む),,
S0296,宮崎県,椎葉村,municipality,D,hub,https://www.vill.shiiba.miyazaki.jp/welfare/,2026-02-17T00:00:00+09:00,200,https://www.vill.shiiba.miyazaki.jp/welfare/,住民情報,ja,,custom(PHP),false,true,true,4cat_horizontal,true,keyword,true,false,false,,false,false,true,false,,true,false,,true,true,font_size(標準拡大)+背景色(白黒),false,false,false,,,,,住民情報カテゴリ,,
S0296,宮崎県,椎葉村,municipality,D,article,https://www.vill.shiiba.miyazaki.jp/,2026-02-17T00:00:00+09:00,200,https://www.vill.shiiba.miyazaki.jp/,椎葉村ホームページ,ja,,custom(PHP),false,true,true,4cat_horizontal,true,keyword,false,false,true,緊急情報(RSS),true,false,true,true,jQuery_Cycle(scrollLeft6s),true,false,,true,true,font_size(標準拡大)+背景色(白黒),false,false,false,,,,,article=top(専用広報ページなし),,
S0297,宮崎県,西米良村,municipality,D,top,https://www.vill.nishimera.lg.jp/,2026-02-17T00:00:00+09:00,200,https://www.vill.nishimera.lg.jp/,西米良村公式サイト,ja,WordPress,WordPress 4.7.3,false,true,true,4cat_horizontal,true,Google_CSE,false,false,false,,false,false,true,false,,false,false,,false,true,font_size(100%116%131%),false,false,false,,,,,UA(UA-97190873-1); 日本語のみ; マスコット=ホイホイくん,,
S0297,宮崎県,西米良村,municipality,D,contact,https://www.vill.nishimera.lg.jp/village/category/c-00-admininfo/c-13,2026-02-17T00:00:00+09:00,200,https://www.vill.nishimera.lg.jp/village/category/c-00-admininfo/c-13,組織機構,ja,WordPress,WordPress 4.7.3,false,true,true,4cat_horizontal,true,Google_CSE,true,false,false,,false,false,false,false,,false,false,,false,true,font_size(100%116%131%),false,false,false,,,,,組織一覧,,
S0297,宮崎県,西米良村,municipality,D,service,https://www.vill.nishimera.lg.jp/village/a-00-villagelife/a-05/10000302,2026-02-17T00:00:00+09:00,200,https://www.vill.nishimera.lg.jp/village/a-00-villagelife/a-05/10000302,児童手当,ja,WordPress,WordPress 4.7.3,false,true,true,4cat_horizontal,true,Google_CSE,true,true,false,,false,false,false,false,,false,false,,false,true,font_size(100%116%131%),true,false,false,,,,,児童手当,,
S0297,宮崎県,西米良村,municipality,D,hub,https://www.vill.nishimera.lg.jp/village/category/a-00-villagelife/,2026-02-17T00:00:00+09:00,200,https://www.vill.nishimera.lg.jp/village/category/a-00-villagelife/,暮らし,ja,WordPress,WordPress 4.7.3,false,true,true,4cat_horizontal,true,Google_CSE,true,false,false,,false,false,true,false,,false,false,,false,true,font_size(100%116%131%),false,false,false,,,,,暮らしカテゴリ,,
S0297,宮崎県,西米良村,municipality,D,article,https://www.vill.nishimera.lg.jp/,2026-02-17T00:00:00+09:00,200,https://www.vill.nishimera.lg.jp/,西米良村公式サイト,ja,WordPress,WordPress 4.7.3,false,true,true,4cat_horizontal,true,Google_CSE,false,false,false,,false,false,true,false,,false,false,,false,true,font_size(100%116%131%),false,false,false,,,,,article=top(専用広報ページなし),,
S0299,鹿児島県,十島村,municipality,D,top,https://www.tokara.jp/,2026-02-17T00:00:00+09:00,200,https://www.tokara.jp/,十島村役場公式サイト,ja,WordPress,WordPress,false,true,true,8cat_horizontal,false,,false,false,true,火口立入禁止(中之島御岳),true,false,true,true,MetaSlider(flexslider4s),true,false,,true,true,font_size(標準拡大)+背景色(白黒黄),false,false,false,,,,,UA(UA-1143819-1); 英語; SNS=IG+FB+YT; RSS; トカラ列島,,
S0299,鹿児島県,十島村,municipality,D,contact,https://www.tokara.jp/profile/,2026-02-17T00:00:00+09:00,200,https://www.tokara.jp/profile/,十島村について,ja,WordPress,WordPress,false,true,true,8cat_horizontal,false,,true,false,false,,false,false,false,false,,true,false,,true,true,font_size(標準拡大)+背景色(白黒黄),false,false,false,,,,,村概要・連絡先,,
S0299,鹿児島県,十島村,municipality,D,service,https://www.tokara.jp/health/kids/,2026-02-17T00:00:00+09:00,200,https://www.tokara.jp/health/kids/,児童福祉,ja,WordPress,WordPress,false,true,true,8cat_horizontal,false,,true,true,false,,false,false,false,false,,true,false,,true,true,font_size(標準拡大)+背景色(白黒黄),true,false,false,,,,,児童福祉(児童手当含む); トカラ列島,,
S0299,鹿児島県,十島村,municipality,D,hub,https://www.tokara.jp/lifecycle/kodomo/,2026-02-17T00:00:00+09:00,200,https://www.tokara.jp/lifecycle/kodomo/,子育て保育,ja,WordPress,WordPress,false,true,true,8cat_horizontal,false,,true,false,false,,false,false,true,false,,true,false,,true,true,font_size(標準拡大)+背景色(白黒黄),false,false,false,,,,,ライフサイクル子育て,,
S0299,鹿児島県,十島村,municipality,D,article,https://www.tokara.jp/kouhoushi/,2026-02-17T00:00:00+09:00,200,https://www.tokara.jp/kouhoushi/,広報としま,ja,WordPress,WordPress,false,true,true,8cat_horizontal,false,,true,false,false,,true,true,false,false,,true,false,,true,true,font_size(標準拡大)+背景色(白黒黄),true,false,false,,,,,広報; RSS,,
S0300,沖縄県,宮古島市,municipality,D,top,https://www.city.miyakojima.lg.jp/,2026-02-17T00:00:00+09:00,200,https://www.city.miyakojima.lg.jp/,宮古島市ホームページ,ja,,custom,true,true,true,5cat_horizontal,true,Google_CSE,false,false,true,各種通知(肺炎球菌+経済センサス),true,false,true,false,,false,false,,true,true,font_size(小大)+背景色(白黒青黄),false,false,false,,,,,GA(G-BK9J2X9DMS); SNS=LINE+FB+X; エコアイランド; 離島,,
S0300,沖縄県,宮古島市,municipality,D,contact,https://www.city.miyakojima.lg.jp/soshiki/,2026-02-17T00:00:00+09:00,200,https://www.city.miyakojima.lg.jp/soshiki/,組織から探す,ja,,custom,true,true,true,5cat_horizontal,true,Google_CSE,true,false,false,,false,false,false,false,,false,false,,true,true,font_size(小大)+背景色(白黒青黄),false,false,false,,,,,組織一覧,,
S0300,沖縄県,宮古島市,municipality,D,service,https://www.city.miyakojima.lg.jp/kurashi/kodomo/jidou/kodomo.html,2026-02-17T00:00:00+09:00,200,https://www.city.miyakojima.lg.jp/kurashi/kodomo/jidou/kodomo.html,児童手当,ja,,custom,true,true,true,5cat_horizontal,true,Google_CSE,true,true,false,,false,false,false,false,,false,false,,true,true,font_size(小大)+背景色(白黒青黄),true,false,true,PDF,,,,児童手当; 離島,,
S0300,沖縄県,宮古島市,municipality,D,hub,https://www.city.miyakojima.lg.jp/kurashi/,2026-02-17T00:00:00+09:00,200,https://www.city.miyakojima.lg.jp/kurashi/,くらしの情報,ja,,custom,true,true,true,5cat_horizontal,true,Google_CSE,true,false,false,,false,false,true,false,,false,false,,true,true,font_size(小大)+背景色(白黒青黄),false,false,false,,,,,くらしカテゴリ,,
S0300,沖縄県,宮古島市,municipality,D,article,https://www.city.miyakojima.lg.jp/gyosei/kouhou/,2026-02-17T00:00:00+09:00,200,https://www.city.miyakojima.lg.jp/gyosei/kouhou/,広報みやこじま,ja,,custom,true,true,true,5cat_horizontal,true,Google_CSE,true,false,false,,true,true,false,false,,false,false,,true,true,font_size(小大)+背景色(白黒青黄),true,false,false,,,,,広報; 離島,,
