sample_id,prefecture,municipality_name,layer,population_category,page_type,url,fetch_timestamp,http_status,final_url,page_title,lang_attribute,cms_fingerprint,tech_vendor,has_skip_link,has_hamburger_menu,has_global_nav,global_nav_variant,has_search,search_variant,has_breadcrumb,has_local_nav,has_emergency_notice,emergency_variant,has_news_list,has_pager,has_card_layout,has_hero_carousel,hero_carousel_variant,has_footer_sitemap,has_accessibility_link,accessibility_url,has_color_inversion,has_custom_font_size,custom_font_size_variant,has_article_meta,has_toc,has_attachment_list,attachment_variant,hosting_clue,known_rewrite,contrast_risk_hint,notes,screenshot_path,screenshot_hash
S0281,熊本県,八代市,municipality,C,top,https://www.city.yatsushiro.lg.jp/,2026-02-16T23:00:00+09:00,200,https://www.city.yatsushiro.lg.jp/,熊本県八代市,ja,,custom,false,true,true,6cat_horizontal,true,keyword(kumamoto-net_API),false,false,true,防災情報,true,false,true,true,bxSlider(fade60s),false,false,,false,false,,false,false,false,,,,,GA(G-L25YNL5GR7); SNS=LINE+FB+X; 多言語(英中繁韓); GoogleMapsAPI,,
S0281,熊本県,八代市,municipality,C,contact,https://www.city.yatsushiro.lg.jp/list02069.html,2026-02-16T23:00:00+09:00,200,https://www.city.yatsushiro.lg.jp/list02069.html,こども家庭支援課,ja,,custom,false,true,true,6cat_horizontal,true,keyword(kumamoto-net_API),true,false,false,,false,false,false,false,,false,false,,false,false,,false,false,false,,,,,こども家庭支援課,,
S0281,熊本県,八代市,municipality,C,service,https://www.city.yatsushiro.lg.jp/kiji00323684/index.html,2026-02-16T23:00:00+09:00,200,https://www.city.yatsushiro.lg.jp/kiji00323684/index.html,児童手当について,ja,,custom,false,true,true,6cat_horizontal,true,keyword(kumamoto-net_API),true,true,false,,false,false,false,false,,false,false,,false,false,,true,false,true,PDF,,,,児童手当,,
S0281,熊本県,八代市,municipality,C,hub,https://www.city.yatsushiro.lg.jp/life/,2026-02-16T23:00:00+09:00,200,https://www.city.yatsushiro.lg.jp/life/,くらしの情報,ja,,custom,false,true,true,6cat_horizontal,true,keyword(kumamoto-net_API),true,false,false,,false,false,true,false,,false,false,,false,false,,false,false,false,,,,,くらしカテゴリ,,
S0281,熊本県,八代市,municipality,C,article,https://www.city.yatsushiro.lg.jp/shisei/koho/,2026-02-16T23:00:00+09:00,200,https://www.city.yatsushiro.lg.jp/shisei/koho/,広報やつしろ,ja,,custom,false,true,true,6cat_horizontal,true,keyword(kumamoto-net_API),true,false,false,,true,true,false,false,,false,false,,false,false,,true,false,false,,,,,広報,,
S0282,大分県,別府市,municipality,C,top,https://www.city.beppu.oita.jp/,2026-02-16T23:00:00+09:00,200,https://www.city.beppu.oita.jp/,別府市公式ホームページ,ja,,custom,false,true,true,7cat_horizontal,true,Google_CSE,false,false,true,能登半島地震+ウクライナ支援,true,false,true,true,carousel(6slides),true,true,,true,true,font_size+背景色,false,false,false,,,,,GTM(GTM-KRVSD9J)+UA(UA-8368041-1); chatbot(生成AI子育て); SNS=X+FB+LINE+IG; 多言語(英韓簡繁); GoogleSheetsAPI(緊急),,
S0282,大分県,別府市,municipality,C,contact,https://www.city.beppu.oita.jp/soshiki/,2026-02-16T23:00:00+09:00,200,https://www.city.beppu.oita.jp/soshiki/,組織から探す,ja,,custom,false,true,true,7cat_horizontal,true,Google_CSE,true,false,false,,false,false,false,false,,true,true,,true,true,font_size+背景色,false,false,false,,,,,組織一覧,,
S0282,大分県,別府市,municipality,C,service,https://www.city.beppu.oita.jp/kosodate/teatejyosei/detail15.html,2026-02-16T23:00:00+09:00,200,https://www.city.beppu.oita.jp/kosodate/teatejyosei/detail15.html,児童手当,ja,,custom,false,true,true,7cat_horizontal,true,Google_CSE,true,true,false,,false,false,false,false,,true,true,,true,true,font_size+背景色,true,false,true,PDF,,,,児童手当; 寄附制度あり,,
S0282,大分県,別府市,municipality,C,hub,https://www.city.beppu.oita.jp/seikatu/,2026-02-16T23:00:00+09:00,200,https://www.city.beppu.oita.jp/seikatu/,生活,ja,,custom,false,true,true,7cat_horizontal,true,Google_CSE,true,false,false,,false,false,true,false,,true,true,,true,true,font_size+背景色,false,false,false,,,,,生活カテゴリ,,
S0282,大分県,別府市,municipality,C,article,https://www.city.beppu.oita.jp/shisei/koho/,2026-02-16T23:00:00+09:00,200,https://www.city.beppu.oita.jp/shisei/koho/,広報べっぷ,ja,,custom,false,true,true,7cat_horizontal,true,Google_CSE,true,false,false,,true,true,false,false,,true,true,,true,true,font_size+背景色,true,false,false,,,,,広報,,
